ts,id,T,P
7.975,BARO0,34.99,82603
7.985,BARO0,34.99,82578
7.995,BARO0,34.99,82581
8.005,BARO0,35,82555
8.015,BARO0,34.98,82547
8.025,BARO0,34.99,82506
8.035,BARO0,34.99,82473
8.045,BARO0,34.97,82475
8.055,BARO0,34.99,82424
8.065,BARO0,35.01,82435
8.075,BARO0,34.99,82375
8.085,BARO0,34.99,82391
8.095,BARO0,34.99,82386
8.105,BARO0,34.99,82371
8.115,BARO0,34.99,82320
8.125,BARO0,35.02,82317
8.135,BARO0,35,82305
8.145,BARO0,34.99,82264
8.155,BARO0,34.99,82201
8.165,BARO0,35,82222
8.175,BARO0,34.98,82213
8.185,BARO0,34.98,82174
8.195,BARO0,34.98,82183
8.205,BARO0,35,82137
8.215,BARO0,34.98,82120
8.225,BARO0,34.98,82124
8.235,BARO0,35,82105
8.245,BARO0,34.98,82049
8.255,BARO0,34.99,82056
8.265,BARO0,34.98,82009
8.275,BARO0,34.99,81987
8.285,BARO0,34.98,81956
8.295,BARO0,34.97,81965
8.305,BARO0,34.97,81919
8.315,BARO0,34.99,81904
8.325,BARO0,34.99,81893
8.335,BARO0,34.98,81866
8.345,BARO0,34.99,81842
8.355,BARO0,35.01,81838
8.365,BARO0,34.98,81802
8.375,BARO0,34.99,81783
8.385,BARO0,34.97,81762
8.395,BARO0,34.97,81761
8.405,BARO0,34.98,81719
8.415,BARO0,34.98,81683
8.425,BARO0,34.98,81712
8.435,BARO0,34.97,81682
8.445,BARO0,34.99,81659
8.455,BARO0,34.98,81653
8.465,BARO0,34.96,81606
8.475,BARO0,34.98,81570
8.485,BARO0,34.98,81577
8.495,BARO0,34.99,81540
8.505,BARO0,34.98,81540
8.515,BARO0,34.97,81514
8.525,BARO0,34.98,81420
8.535,BARO0,34.96,81466
8.545,BARO0,34.97,81442
8.555,BARO0,34.98,81440
8.565,BARO0,34.95,81414
8.575,BARO0,34.97,81390
8.585,BARO0,34.97,81374
8.595,BARO0,34.98,81332
8.605,BARO0,34.95,81336
8.615,BARO0,35,81326
8.625,BARO0,34.98,81304
8.635,BARO0,34.95,81288
8.645,BARO0,35,81272
8.655,BARO0,34.97,81269
8.665,BARO0,34.97,81216
8.675,BARO0,34.97,81187
8.685,BARO0,34.97,81170
8.695,BARO0,34.96,81161
8.705,BARO0,34.97,81153
8.715,BARO0,34.98,81134
8.725,BARO0,34.98,81111
8.735,BARO0,34.97,81072
8.745,BARO0,34.98,81050
8.755,BARO0,34.96,81013
8.765,BARO0,34.95,81003
8.775,BARO0,34.97,80976
8.785,BARO0,34.97,80957
8.795,BARO0,34.97,80953
8.805,BARO0,34.97,80921
8.815,BARO0,34.97,80895
8.825,BARO0,34.97,80919
8.835,BARO0,34.97,80900
8.845,BARO0,34.96,80836
8.855,BARO0,34.97,80826
8.865,BARO0,34.97,80805
8.875,BARO0,34.97,80807
8.885,BARO0,34.97,80781
8.895,BARO0,34.97,80763
8.905,BARO0,34.97,80773
8.915,BARO0,34.98,80743
8.925,BARO0,34.98,80687
8.935,BARO0,34.96,80687
8.945,BARO0,34.97,80700
8.955,BARO0,34.98,80656
8.965,BARO0,34.97,80612
8.975,BARO0,34.97,80619
8.985,BARO0,34.96,80603
8.995,BARO0,34.96,80604
9.005,BARO0,34.96,80558
9.015,BARO0,34.98,80522
9.025,BARO0,34.96,80490
9.035,BARO0,34.97,80505
9.045,BARO0,34.96,80481
9.055,BARO0,34.97,80461
9.065,BARO0,34.94,80449
9.075,BARO0,34.97,80424
9.085,BARO0,34.96,80397
9.095,BARO0,34.95,80430
9.105,BARO0,34.98,80404
9.115,BARO0,34.96,80337
9.125,BARO0,34.97,80308
9.135,BARO0,34.98,80310
9.145,BARO0,34.97,80314
9.155,BARO0,34.97,80247
9.165,BARO0,34.96,80239
9.175,BARO0,34.97,80232
9.185,BARO0,34.97,80223
9.195,BARO0,34.96,80178
9.205,BARO0,34.95,80195
9.215,BARO0,34.96,80136
9.225,BARO0,34.97,80091
9.235,BARO0,34.97,80105
9.245,BARO0,34.96,80117
9.255,BARO0,34.98,80074
9.265,BARO0,34.96,80083
9.275,BARO0,34.95,80042
9.285,BARO0,34.96,80037
9.295,BARO0,34.96,79997
9.305,BARO0,34.96,80019
9.315,BARO0,34.97,80004
9.325,BARO0,34.96,79961
9.335,BARO0,34.96,79960
9.345,BARO0,34.94,79905
9.355,BARO0,34.97,79931
9.365,BARO0,34.97,79886
9.375,BARO0,34.95,79874
9.385,BARO0,34.95,79866
9.395,BARO0,34.96,79849
9.405,BARO0,34.94,79825
9.415,BARO0,34.95,79769
9.425,BARO0,34.94,79780
9.435,BARO0,34.96,79771
9.445,BARO0,34.95,79733
9.455,BARO0,34.96,79692
9.465,BARO0,34.95,79714
9.475,BARO0,34.97,79678
9.485,BARO0,34.95,79677
9.495,BARO0,34.95,79626
9.505,BARO0,34.97,79637
9.515,BARO0,34.98,79593
9.525,BARO0,34.98,79606
9.535,BARO0,34.95,79568
9.545,BARO0,34.96,79571
9.555,BARO0,34.95,79566
9.565,BARO0,34.95,79521
9.575,BARO0,34.95,79506
9.585,BARO0,34.95,79492
9.595,BARO0,34.95,79449
9.605,BARO0,34.95,79422
9.615,BARO0,34.95,79433
9.625,BARO0,34.96,79432
9.635,BARO0,34.94,79414
9.645,BARO0,34.96,79384
9.655,BARO0,34.95,79328
9.665,BARO0,34.95,79331
9.675,BARO0,34.95,79320
9.685,BARO0,34.95,79291
9.695,BARO0,34.95,79292
9.705,BARO0,34.96,79279
9.715,BARO0,34.95,79230
9.725,BARO0,34.96,79236
9.735,BARO0,34.95,79189
9.745,BARO0,34.95,79209
9.755,BARO0,34.96,79174
9.765,BARO0,34.95,79133
9.775,BARO0,34.94,79128
9.785,BARO0,34.96,79099
9.795,BARO0,34.95,79110
9.805,BARO0,34.96,79109
9.815,BARO0,34.96,79093
9.825,BARO0,34.94,79045
9.835,BARO0,34.94,79035
9.845,BARO0,34.96,79005
9.855,BARO0,34.94,78999
9.865,BARO0,34.95,78982
9.875,BARO0,34.94,78969
9.885,BARO0,34.95,78957
9.895,BARO0,34.94,78964
9.905,BARO0,34.96,78927
9.915,BARO0,34.97,78903
9.925,BARO0,34.94,78893
9.935,BARO0,34.94,78884
9.945,BARO0,34.95,78853
9.955,BARO0,34.97,78849
9.965,BARO0,34.96,78821
9.975,BARO0,34.95,78805
9.985,BARO0,34.95,78764
9.995,BARO0,34.94,78745
10.005,BARO0,34.97,78752
10.015,BARO0,34.95,78733
10.025,BARO0,34.97,78745
10.035,BARO0,34.93,78698
10.045,BARO0,34.95,78685
10.055,BARO0,34.92,78682
10.065,BARO0,34.97,78645
10.075,BARO0,34.94,78635
10.085,BARO0,34.95,78596
10.095,BARO0,34.95,78577
10.105,BARO0,34.96,78533
10.115,BARO0,34.94,78532
10.125,BARO0,34.93,78496
10.135,BARO0,34.94,78540
10.145,BARO0,34.93,78503
10.155,BARO0,34.97,78488
10.165,BARO0,34.94,78454
10.175,BARO0,34.95,78455
10.185,BARO0,34.93,78405
10.195,BARO0,34.94,78414
10.205,BARO0,34.95,78434
10.215,BARO0,34.96,78434
10.225,BARO0,34.94,78366
10.235,BARO0,34.94,78331
10.245,BARO0,34.94,78326
10.255,BARO0,34.96,78328
10.265,BARO0,34.94,78295
10.275,BARO0,34.95,78269
10.285,BARO0,34.94,78251
10.295,BARO0,34.93,78254
10.305,BARO0,34.97,78217
10.315,BARO0,34.93,78210
10.325,BARO0,34.93,78186
10.335,BARO0,34.95,78171
10.345,BARO0,34.92,78172
10.355,BARO0,34.94,78166
10.365,BARO0,34.94,78125
10.375,BARO0,34.94,78141
10.385,BARO0,34.93,78125
10.395,BARO0,34.94,78094
10.405,BARO0,34.94,78049
10.415,BARO0,34.94,78062
10.425,BARO0,34.96,78025
10.435,BARO0,34.93,78041
10.445,BARO0,34.96,78052
10.455,BARO0,34.94,77997
10.465,BARO0,34.94,77974
10.475,BARO0,34.93,77954
10.485,BARO0,34.94,77940
10.495,BARO0,34.94,77944
10.505,BARO0,34.93,77950
10.515,BARO0,34.94,77907
10.525,BARO0,34.94,77882
10.535,BARO0,34.94,77856
10.545,BARO0,34.93,77834
10.555,BARO0,34.95,77823
10.565,BARO0,34.96,77811
10.575,BARO0,34.94,77792
10.585,BARO0,34.93,77787
10.595,BARO0,34.93,77777
10.605,BARO0,34.95,77771
10.615,BARO0,34.93,77763
10.625,BARO0,34.93,77704
10.635,BARO0,34.94,77677
10.645,BARO0,34.94,77686
10.655,BARO0,34.92,77665
10.665,BARO0,34.95,77651
10.675,BARO0,34.94,77641
10.685,BARO0,34.94,77610
10.695,BARO0,34.94,77597
10.705,BARO0,34.94,77576
10.715,BARO0,34.95,77572
10.725,BARO0,34.93,77530
10.735,BARO0,34.94,77514
10.745,BARO0,34.92,77497
10.755,BARO0,34.94,77485
10.765,BARO0,34.94,77477
10.775,BARO0,34.94,77446
10.785,BARO0,34.94,77462
10.795,BARO0,34.94,77448
10.805,BARO0,34.96,77427
10.815,BARO0,34.93,77398
10.825,BARO0,34.94,77394
10.835,BARO0,34.95,77362
10.845,BARO0,34.91,77349
10.855,BARO0,34.93,77341
10.865,BARO0,34.93,77319
10.875,BARO0,34.93,77317
10.885,BARO0,34.93,77265
10.895,BARO0,34.93,77299
10.905,BARO0,34.95,77258
10.915,BARO0,34.94,77266
10.925,BARO0,34.92,77211
10.935,BARO0,34.92,77230
10.945,BARO0,34.93,77221
10.955,BARO0,34.93,77188
10.965,BARO0,34.93,77164
10.975,BARO0,34.92,77153
10.985,BARO0,34.93,77126
10.995,BARO0,34.93,77135
11.005,BARO0,34.93,77102
11.015,BARO0,34.92,77125
11.025,BARO0,34.94,77089
11.035,BARO0,34.93,77063
11.045,BARO0,34.92,77047
11.055,BARO0,34.94,77029
11.065,BARO0,34.91,77041
11.075,BARO0,34.93,77003
11.085,BARO0,34.92,76989
11.095,BARO0,34.92,76968
11.105,BARO0,34.93,76961
11.115,BARO0,34.92,76942
11.125,BARO0,34.92,76948
11.135,BARO0,34.94,76907
11.145,BARO0,34.93,76883
11.155,BARO0,34.94,76905
11.165,BARO0,34.92,76869
11.175,BARO0,34.93,76847
11.185,BARO0,34.93,76848
11.195,BARO0,34.92,76821
11.205,BARO0,34.92,76811
11.215,BARO0,34.93,76803
11.225,BARO0,34.93,76792
11.235,BARO0,34.93,76754
11.245,BARO0,34.92,76724
11.255,BARO0,34.92,76724
11.265,BARO0,34.93,76724
11.275,BARO0,34.93,76710
11.285,BARO0,34.93,76676
11.295,BARO0,34.92,76665
11.305,BARO0,34.92,76640
11.315,BARO0,34.94,76632
11.325,BARO0,34.91,76606
11.335,BARO0,34.93,76629
11.345,BARO0,34.9,76622
11.355,BARO0,34.95,76581
11.365,BARO0,34.91,76552
11.375,BARO0,34.92,76539
11.385,BARO0,34.92,76534
11.395,BARO0,34.92,76511
11.405,BARO0,34.93,76496
11.415,BARO0,34.93,76517
11.425,BARO0,34.91,76500
11.435,BARO0,34.93,76468
11.445,BARO0,34.92,76403
11.455,BARO0,34.94,76436
11.465,BARO0,34.92,76391
11.475,BARO0,34.92,76392
11.485,BARO0,34.92,76391
11.495,BARO0,34.92,76379
11.505,BARO0,34.92,76370
11.515,BARO0,34.93,76314
11.525,BARO0,34.94,76325
11.535,BARO0,34.92,76344
11.545,BARO0,34.93,76298
11.555,BARO0,34.93,76305
11.565,BARO0,34.89,76243
11.575,BARO0,34.92,76273
11.585,BARO0,34.92,76246
11.595,BARO0,34.92,76226
11.605,BARO0,34.91,76234
11.615,BARO0,34.92,76196
11.625,BARO0,34.92,76161
11.635,BARO0,34.92,76179
11.645,BARO0,34.93,76161
11.655,BARO0,34.92,76128
11.665,BARO0,34.92,76107
11.675,BARO0,34.93,76128
11.685,BARO0,34.92,76098
11.695,BARO0,34.91,76085
11.705,BARO0,34.93,76047
11.715,BARO0,34.92,76067
11.725,BARO0,34.91,76048
11.735,BARO0,34.92,76042
11.745,BARO0,34.93,76021
11.755,BARO0,34.92,76002
11.765,BARO0,34.92,75949
11.775,BARO0,34.92,75975
11.785,BARO0,34.92,75962
11.795,BARO0,34.91,75935
11.805,BARO0,34.93,75927
11.815,BARO0,34.94,75905
11.825,BARO0,34.93,75871
11.835,BARO0,34.93,75859
11.845,BARO0,34.91,75872
11.855,BARO0,34.89,75845
11.865,BARO0,34.92,75817
11.875,BARO0,34.91,75824
11.885,BARO0,34.91,75806
11.895,BARO0,34.9,75778
11.905,BARO0,34.91,75740
11.915,BARO0,34.92,75757
11.925,BARO0,34.94,75751
11.935,BARO0,34.94,75727
11.945,BARO0,34.92,75685
11.955,BARO0,34.9,75692
11.965,BARO0,34.93,75697
11.975,BARO0,34.91,75678
11.985,BARO0,34.91,75655
11.995,BARO0,34.92,75671
12.005,BARO0,34.91,75604
12.015,BARO0,34.9,75612
12.025,BARO0,34.91,75646
12.035,BARO0,34.94,75631
12.045,BARO0,34.92,75579
12.055,BARO0,34.91,75571
12.065,BARO0,34.92,75538
12.075,BARO0,34.91,75534
12.085,BARO0,34.92,75523
12.095,BARO0,34.92,75506
12.105,BARO0,34.92,75471
12.115,BARO0,34.93,75481
12.125,BARO0,34.9,75503
12.135,BARO0,34.91,75483
12.145,BARO0,34.91,75424
12.155,BARO0,34.91,75441
12.165,BARO0,34.91,75430
12.175,BARO0,34.91,75399
12.185,BARO0,34.91,75385
12.195,BARO0,34.91,75366
12.205,BARO0,34.92,75342
12.215,BARO0,34.92,75333
12.225,BARO0,34.93,75340
12.235,BARO0,34.92,75319
12.245,BARO0,34.91,75307
12.255,BARO0,34.9,75298
12.265,BARO0,34.91,75260
12.275,BARO0,34.91,75270
12.285,BARO0,34.9,75252
12.295,BARO0,34.92,75227
12.305,BARO0,34.91,75209
12.315,BARO0,34.88,75213
12.325,BARO0,34.91,75202
12.335,BARO0,34.9,75182
12.345,BARO0,34.89,75146
12.355,BARO0,34.92,75156
12.365,BARO0,34.92,75148
12.375,BARO0,34.91,75119
12.385,BARO0,34.9,75077
12.395,BARO0,34.91,75081
12.405,BARO0,34.92,75103
12.415,BARO0,34.91,75082
12.425,BARO0,34.91,75051
12.435,BARO0,34.92,75049
12.445,BARO0,34.9,75008
12.455,BARO0,34.91,75014
12.465,BARO0,34.94,74982
12.475,BARO0,34.91,74987
12.485,BARO0,34.91,74977
12.495,BARO0,34.91,74947
12.505,BARO0,34.91,74946
12.515,BARO0,34.92,74937
12.525,BARO0,34.9,74905
12.535,BARO0,34.93,74899
12.545,BARO0,34.91,74885
12.555,BARO0,34.91,74869
12.565,BARO0,34.9,74868
12.575,BARO0,34.91,74847
12.585,BARO0,34.91,74824
12.595,BARO0,34.9,74833
12.605,BARO0,34.9,74812
12.615,BARO0,34.91,74782
12.625,BARO0,34.91,74805
12.635,BARO0,34.9,74763
12.645,BARO0,34.91,74749
12.655,BARO0,34.9,74774
12.665,BARO0,34.91,74738
12.675,BARO0,34.9,74734
12.685,BARO0,34.91,74697
12.695,BARO0,34.91,74717
12.705,BARO0,34.9,74701
12.715,BARO0,34.91,74711
12.725,BARO0,34.93,74686
12.735,BARO0,34.91,74669
12.745,BARO0,34.9,74632
12.755,BARO0,34.92,74636
12.765,BARO0,34.9,74612
12.775,BARO0,34.91,74621
12.785,BARO0,34.9,74595
12.795,BARO0,34.91,74566
12.805,BARO0,34.9,74563
12.815,BARO0,34.91,74561
12.825,BARO0,34.9,74558
12.835,BARO0,34.9,74529
12.845,BARO0,34.9,74536
12.855,BARO0,34.9,74505
12.865,BARO0,34.9,74487
12.875,BARO0,34.9,74505
12.885,BARO0,34.9,74473
12.895,BARO0,34.91,74446
12.905,BARO0,34.91,74432
12.915,BARO0,34.92,74447
12.925,BARO0,34.89,74413
12.935,BARO0,34.89,74368
12.945,BARO0,34.92,74376
12.955,BARO0,34.9,74384
12.965,BARO0,34.91,74355
12.975,BARO0,34.9,74352
12.985,BARO0,34.9,74305
12.995,BARO0,34.91,74302
13.005,BARO0,34.91,74285
13.015,BARO0,34.91,74275
13.025,BARO0,34.91,74270
13.035,BARO0,34.9,74257
13.045,BARO0,34.91,74247
13.055,BARO0,34.91,74259
13.065,BARO0,34.91,74222
13.075,BARO0,34.91,74222
13.085,BARO0,34.9,74205
13.095,BARO0,34.9,74191
13.105,BARO0,34.89,74160
13.115,BARO0,34.9,74163
13.125,BARO0,34.92,74133
13.135,BARO0,34.91,74134
13.145,BARO0,34.92,74092
13.155,BARO0,34.89,74130
13.165,BARO0,34.91,74121
13.175,BARO0,34.9,74069
13.185,BARO0,34.9,74079
13.195,BARO0,34.9,74052
13.205,BARO0,34.9,74027
13.215,BARO0,34.91,74033
13.225,BARO0,34.91,74044
13.235,BARO0,34.9,73990
13.245,BARO0,34.89,74022
13.255,BARO0,34.91,74010
13.265,BARO0,34.9,73993
13.275,BARO0,34.9,73949
13.285,BARO0,34.9,73969
13.295,BARO0,34.9,73940
13.305,BARO0,34.9,73938
13.315,BARO0,34.92,73906
13.325,BARO0,34.89,73911
13.335,BARO0,34.9,73919
13.345,BARO0,34.91,73889
13.355,BARO0,34.91,73888
13.365,BARO0,34.9,73862
13.375,BARO0,34.9,73850
13.385,BARO0,34.9,73856
13.395,BARO0,34.9,73820
13.405,BARO0,34.89,73805
13.415,BARO0,34.9,73799
13.425,BARO0,34.9,73784
13.435,BARO0,34.9,73774
13.445,BARO0,34.9,73778
13.455,BARO0,34.9,73775
13.465,BARO0,34.91,73738
13.475,BARO0,34.9,73712
13.485,BARO0,34.9,73720
13.495,BARO0,34.9,73703
13.505,BARO0,34.92,73717
13.515,BARO0,34.9,73695
13.525,BARO0,34.9,73649
13.535,BARO0,34.91,73674
13.545,BARO0,34.91,73653
13.555,BARO0,34.91,73642
13.565,BARO0,34.91,73622
13.575,BARO0,34.91,73605
13.585,BARO0,34.9,73607
13.595,BARO0,34.9,73584
13.605,BARO0,34.9,73588
13.615,BARO0,34.91,73570
13.625,BARO0,34.9,73583
13.635,BARO0,34.89,73554
13.645,BARO0,34.89,73549
13.655,BARO0,34.91,73541
13.665,BARO0,34.91,73508
13.675,BARO0,34.9,73517
13.685,BARO0,34.9,73474
13.695,BARO0,34.89,73488
13.705,BARO0,34.91,73451
13.715,BARO0,34.89,73448
13.725,BARO0,34.92,73449
13.735,BARO0,34.9,73414
13.745,BARO0,34.9,73409
13.755,BARO0,34.89,73369
13.765,BARO0,34.9,73416
13.775,BARO0,34.9,73376
13.785,BARO0,34.9,73358
13.795,BARO0,34.88,73344
13.805,BARO0,34.92,73314
13.815,BARO0,34.9,73317
13.825,BARO0,34.88,73346
13.835,BARO0,34.9,73326
13.845,BARO0,34.9,73295
13.855,BARO0,34.89,73306
13.865,BARO0,34.92,73275
13.875,BARO0,34.89,73265
13.885,BARO0,34.89,73239
13.895,BARO0,34.9,73250
13.905,BARO0,34.89,73235
13.915,BARO0,34.9,73246
13.925,BARO0,34.9,73225
13.935,BARO0,34.89,73220
13.945,BARO0,34.9,73175
13.955,BARO0,34.9,73168
13.965,BARO0,34.91,73170
13.975,BARO0,34.89,73137
13.985,BARO0,34.9,73141
13.995,BARO0,34.9,73149
14.005,BARO0,34.91,73089
14.015,BARO0,34.91,73102
14.025,BARO0,34.89,73060
14.035,BARO0,34.89,73064
14.045,BARO0,34.88,73038
14.055,BARO0,34.89,73045
14.065,BARO0,34.9,73017
14.075,BARO0,34.89,73034
14.085,BARO0,34.9,73026
14.095,BARO0,34.89,73026
14.105,BARO0,34.92,73009
14.115,BARO0,34.88,72991
14.125,BARO0,34.89,72979
14.135,BARO0,34.9,72948
14.145,BARO0,34.91,72966
14.155,BARO0,34.89,72945
14.165,BARO0,34.89,72910
14.175,BARO0,34.89,72924
14.185,BARO0,34.9,72916
14.195,BARO0,34.89,72901
14.205,BARO0,34.9,72871
14.215,BARO0,34.91,72883
14.225,BARO0,34.89,72876
14.235,BARO0,34.89,72876
14.245,BARO0,34.9,72832
14.255,BARO0,34.9,72838
14.265,BARO0,34.9,72825
14.275,BARO0,34.9,72824
14.285,BARO0,34.89,72816
14.295,BARO0,34.9,72779
14.305,BARO0,34.9,72820
14.315,BARO0,34.91,72756
14.325,BARO0,34.9,72761
14.335,BARO0,34.88,72777
14.345,BARO0,34.9,72768
14.355,BARO0,34.9,72729
14.365,BARO0,34.9,72733
14.375,BARO0,34.89,72692
14.385,BARO0,34.9,72696
14.395,BARO0,34.9,72675
14.405,BARO0,34.89,72681
14.415,BARO0,34.9,72648
14.425,BARO0,34.9,72637
14.435,BARO0,34.87,72630
14.445,BARO0,34.88,72666
14.455,BARO0,34.9,72654
14.465,BARO0,34.89,72609
14.475,BARO0,34.89,72607
14.485,BARO0,34.89,72579
14.495,BARO0,34.89,72569
14.505,BARO0,34.89,72567
14.515,BARO0,34.89,72514
14.525,BARO0,34.89,72543
14.535,BARO0,34.89,72496
14.545,BARO0,34.89,72527
14.555,BARO0,34.89,72523
14.565,BARO0,34.9,72509
14.575,BARO0,34.9,72493
14.585,BARO0,34.89,72451
14.595,BARO0,34.89,72492
14.605,BARO0,34.9,72446
14.615,BARO0,34.89,72448
14.625,BARO0,34.88,72433
14.635,BARO0,34.88,72424
14.645,BARO0,34.9,72463
14.655,BARO0,34.91,72405
14.665,BARO0,34.89,72401
14.675,BARO0,34.89,72372
14.685,BARO0,34.89,72392
14.695,BARO0,34.89,72360
14.705,BARO0,34.88,72370
14.715,BARO0,34.9,72332
14.725,BARO0,34.88,72326
14.735,BARO0,34.88,72321
14.745,BARO0,34.9,72299
14.755,BARO0,34.9,72331
14.765,BARO0,34.89,72287
14.775,BARO0,34.88,72282
14.785,BARO0,34.88,72254
14.795,BARO0,34.88,72275
14.805,BARO0,34.88,72255
14.815,BARO0,34.89,72253
14.825,BARO0,34.89,72242
14.835,BARO0,34.9,72228
14.845,BARO0,34.9,72235
14.855,BARO0,34.89,72213
14.865,BARO0,34.89,72185
14.875,BARO0,34.89,72181
14.885,BARO0,34.88,72158
14.895,BARO0,34.89,72169
14.905,BARO0,34.92,72160
14.915,BARO0,34.88,72117
14.925,BARO0,34.89,72128
14.935,BARO0,34.88,72127
14.945,BARO0,34.9,72135
14.955,BARO0,34.89,72079
14.965,BARO0,34.89,72078
14.975,BARO0,34.89,72075
14.985,BARO0,34.89,72079
14.995,BARO0,34.89,72057
15.005,BARO0,34.87,72015
15.015,BARO0,34.88,72051
15.025,BARO0,34.9,72020
15.035,BARO0,34.88,72026
15.045,BARO0,34.9,72027
15.055,BARO0,34.89,71987
15.065,BARO0,34.9,71995
15.075,BARO0,34.89,71966
15.085,BARO0,34.89,71942
15.095,BARO0,34.9,71950
15.105,BARO0,34.9,71975
15.115,BARO0,34.9,71933
15.125,BARO0,34.89,71957
15.135,BARO0,34.91,71936
15.145,BARO0,34.9,71921
15.155,BARO0,34.89,71925
15.165,BARO0,34.89,71893
15.175,BARO0,34.88,71899
15.185,BARO0,34.89,71857
15.195,BARO0,34.89,71866
15.205,BARO0,34.9,71850
15.215,BARO0,34.88,71813
15.225,BARO0,34.9,71806
15.235,BARO0,34.89,71841
15.245,BARO0,34.9,71845
15.255,BARO0,34.91,71817
15.265,BARO0,34.89,71805
15.275,BARO0,34.89,71777
15.285,BARO0,34.88,71757
15.295,BARO0,34.88,71774
15.305,BARO0,34.88,71743
15.315,BARO0,34.9,71755
15.325,BARO0,34.88,71742
15.335,BARO0,34.88,71721
15.345,BARO0,34.88,71694
15.355,BARO0,34.89,71722
15.365,BARO0,34.89,71688
15.375,BARO0,34.87,71670
15.385,BARO0,34.88,71678
15.395,BARO0,34.88,71671
15.405,BARO0,34.88,71657
15.415,BARO0,34.9,71646
15.425,BARO0,34.9,71648
15.435,BARO0,34.89,71627
15.445,BARO0,34.9,71614
15.455,BARO0,34.89,71620
15.465,BARO0,34.89,71614
15.475,BARO0,34.89,71595
15.485,BARO0,34.88,71582
15.495,BARO0,34.89,71580
15.505,BARO0,34.88,71561
15.515,BARO0,34.89,71577
15.525,BARO0,34.89,71552
15.535,BARO0,34.9,71562
15.545,BARO0,34.89,71524
15.555,BARO0,34.88,71489
15.565,BARO0,34.88,71534
15.575,BARO0,34.88,71497
15.585,BARO0,34.89,71481
15.595,BARO0,34.89,71478
15.605,BARO0,34.88,71456
15.615,BARO0,34.88,71460
15.625,BARO0,34.89,71426
15.635,BARO0,34.9,71481
15.645,BARO0,34.89,71465
15.655,BARO0,34.88,71417
15.665,BARO0,34.89,71418
15.675,BARO0,34.88,71406
15.685,BARO0,34.89,71400
15.695,BARO0,34.89,71381
15.705,BARO0,34.89,71328
15.715,BARO0,34.89,71348
15.725,BARO0,34.88,71376
15.735,BARO0,34.87,71344
15.745,BARO0,34.86,71352
15.755,BARO0,34.89,71331
15.765,BARO0,34.88,71294
15.775,BARO0,34.89,71305
15.785,BARO0,34.88,71309
15.795,BARO0,34.88,71279
15.805,BARO0,34.88,71288
15.815,BARO0,34.91,71279
15.825,BARO0,34.88,71277
15.835,BARO0,34.89,71272
15.845,BARO0,34.87,71229
15.855,BARO0,34.88,71218
15.865,BARO0,34.89,71269
15.875,BARO0,34.89,71232
15.885,BARO0,34.88,71204
15.895,BARO0,34.88,71192
15.905,BARO0,34.89,71192
15.915,BARO0,34.89,71181
15.925,BARO0,34.89,71169
15.935,BARO0,34.89,71187
15.945,BARO0,34.87,71161
15.955,BARO0,34.89,71126
15.965,BARO0,34.87,71106
15.975,BARO0,34.89,71117
15.985,BARO0,34.88,71113
15.995,BARO0,34.88,71092
16.005,BARO0,34.87,71083
16.015,BARO0,34.88,71099
16.025,BARO0,34.87,71073
16.035,BARO0,34.89,71066
16.045,BARO0,34.88,71063
16.055,BARO0,34.88,71075
16.065,BARO0,34.88,71071
16.075,BARO0,34.87,71021
16.085,BARO0,34.88,71010
16.095,BARO0,34.88,71014
16.105,BARO0,34.88,71014
16.115,BARO0,34.88,70991
16.125,BARO0,34.88,70988
16.135,BARO0,34.9,70972
16.145,BARO0,34.87,70990
16.155,BARO0,34.88,70972
16.165,BARO0,34.88,70931
16.175,BARO0,34.88,70951
16.185,BARO0,34.88,70935
16.195,BARO0,34.88,70905
16.205,BARO0,34.88,70924
16.215,BARO0,34.88,70935
16.225,BARO0,34.86,70888
16.235,BARO0,34.89,70897
16.245,BARO0,34.88,70891
16.255,BARO0,34.87,70856
16.265,BARO0,34.86,70860
16.275,BARO0,34.87,70865
16.285,BARO0,34.88,70849
16.295,BARO0,34.88,70867
16.305,BARO0,34.88,70858
16.315,BARO0,34.88,70832
16.325,BARO0,34.87,70807
16.335,BARO0,34.88,70808
16.345,BARO0,34.87,70768
16.355,BARO0,34.88,70798
16.365,BARO0,34.89,70788
16.375,BARO0,34.88,70792
16.385,BARO0,34.88,70770
16.395,BARO0,34.87,70775
16.405,BARO0,34.87,70747
16.415,BARO0,34.89,70732
16.425,BARO0,34.89,70713
16.435,BARO0,34.88,70767
16.445,BARO0,34.87,70721
16.455,BARO0,34.88,70667
16.465,BARO0,34.89,70687
16.475,BARO0,34.89,70698
16.485,BARO0,34.88,70684
16.495,BARO0,34.88,70650
16.505,BARO0,34.89,70664
16.515,BARO0,34.9,70665
16.525,BARO0,34.87,70648
16.535,BARO0,34.88,70649
16.545,BARO0,34.89,70639
16.555,BARO0,34.88,70630
16.565,BARO0,34.9,70599
16.575,BARO0,34.87,70618
16.585,BARO0,34.88,70582
16.595,BARO0,34.88,70592
16.605,BARO0,34.88,70591
16.615,BARO0,34.87,70582
16.625,BARO0,34.88,70577
16.635,BARO0,34.89,70536
16.645,BARO0,34.89,70529
16.655,BARO0,34.86,70543
16.665,BARO0,34.88,70542
16.675,BARO0,34.88,70520
16.685,BARO0,34.88,70519
16.695,BARO0,34.88,70487
16.705,BARO0,34.88,70476
16.715,BARO0,34.9,70493
