ts,id,T,P
23.845,BARO0,34.89,67123
23.855,BARO0,34.89,67130
23.865,BARO0,34.89,67139
23.875,BARO0,34.89,67127
23.885,BARO0,34.89,67094
23.895,BARO0,34.89,67094
23.905,BARO0,34.9,67079
23.915,BARO0,34.9,67099
23.925,BARO0,34.89,67100
23.935,BARO0,34.89,67088
23.945,BARO0,34.9,67098
23.955,BARO0,34.89,67155
23.965,BARO0,34.91,67072
23.975,BARO0,34.89,67074
23.985,BARO0,34.9,67108
23.995,BARO0,34.9,67086
24.005,BARO0,34.88,67084
24.015,BARO0,34.89,67101
24.025,BARO0,34.9,67069
24.035,BARO0,34.89,67076
24.045,BARO0,34.9,67084
24.055,BARO0,34.92,67113
24.065,BARO0,34.89,67067
24.075,BARO0,34.88,67079
24.085,BARO0,34.89,67051
24.095,BARO0,34.89,67066
24.105,BARO0,34.9,67055
24.115,BARO0,34.89,67103
24.125,BARO0,34.9,67081
24.135,BARO0,34.89,67061
24.145,BARO0,34.9,67054
24.155,BARO0,34.88,67039
24.165,BARO0,34.89,67075
24.175,BARO0,34.9,67051
24.185,BARO0,34.89,67046
24.195,BARO0,34.9,67039
24.205,BARO0,34.89,67061
24.215,BARO0,34.9,67083
24.225,BARO0,34.9,67051
24.235,BARO0,34.88,67079
24.245,BARO0,34.93,67049
24.255,BARO0,34.89,67040
24.265,BARO0,34.9,67007
24.275,BARO0,34.89,67080
24.285,BARO0,34.89,67049
24.295,BARO0,34.9,67049
24.305,BARO0,34.9,67025
24.315,BARO0,34.89,67039
24.325,BARO0,34.9,67068
24.335,BARO0,34.9,67045
24.345,BARO0,34.88,67031
24.355,BARO0,34.89,67055
24.365,BARO0,34.89,67047
24.375,BARO0,34.91,67028
24.385,BARO0,34.89,67045
24.395,BARO0,34.9,67027
24.405,BARO0,34.9,67053
24.415,BARO0,34.91,67060
24.425,BARO0,34.92,67040
24.435,BARO0,34.88,67046
24.445,BARO0,34.9,67023
24.455,BARO0,34.88,67038
24.465,BARO0,34.9,67038
24.475,BARO0,34.9,67028
24.485,BARO0,34.9,67021
24.495,BARO0,34.88,67028
24.505,BARO0,34.89,67013
24.515,BARO0,34.9,67019
24.525,BARO0,34.91,67032
24.535,BARO0,34.9,67006
24.545,BARO0,34.89,67031
24.555,BARO0,34.87,67001
24.565,BARO0,34.91,67037
24.575,BARO0,34.87,67002
24.585,BARO0,34.9,67033
24.595,BARO0,34.9,67014
24.605,BARO0,34.89,67008
24.615,BARO0,34.92,67043
24.625,BARO0,34.86,67014
24.635,BARO0,34.87,67017
24.645,BARO0,34.91,66999
24.655,BARO0,34.9,67012
24.665,BARO0,34.89,66982
24.675,BARO0,34.91,67030
24.685,BARO0,34.9,67000
24.695,BARO0,34.89,67005
24.705,BARO0,34.9,66997
24.715,BARO0,34.91,66987
24.725,BARO0,34.9,67005
24.735,BARO0,34.89,67021
24.745,BARO0,34.89,67017
24.755,BARO0,34.89,66988
24.765,BARO0,34.9,66997
24.775,BARO0,34.88,67019
24.785,BARO0,34.89,66990
24.795,BARO0,34.9,67006
24.805,BARO0,34.9,67010
24.815,BARO0,34.9,66985
24.825,BARO0,34.88,66996
24.835,BARO0,34.9,66965
24.845,BARO0,34.89,66993
24.855,BARO0,34.9,67001
24.865,BARO0,34.88,67014
24.875,BARO0,34.9,66988
24.885,BARO0,34.89,66991
24.895,BARO0,34.9,66999
24.905,BARO0,34.9,67004
24.915,BARO0,34.9,67003
24.925,BARO0,34.9,66991
24.935,BARO0,34.92,66985
24.945,BARO0,34.9,66970
24.955,BARO0,34.89,66998
24.965,BARO0,34.89,66982
24.975,BARO0,34.91,66992
24.985,BARO0,34.9,66997
24.995,BARO0,34.89,66969
25.005,BARO0,34.9,66986
25.015,BARO0,34.89,66982
25.025,BARO0,34.91,66991
25.035,BARO0,34.91,66993
25.045,BARO0,34.88,66972
25.055,BARO0,34.9,67004
25.065,BARO0,34.9,66985
25.075,BARO0,34.9,66982
25.085,BARO0,34.9,66976
25.095,BARO0,34.89,66975
25.105,BARO0,34.89,66983
25.115,BARO0,34.89,66988
25.125,BARO0,34.9,66934
25.135,BARO0,34.9,66980
25.145,BARO0,34.89,66999
25.155,BARO0,34.9,66960
25.165,BARO0,34.9,66953
25.175,BARO0,34.9,66981
25.185,BARO0,34.88,66971
25.195,BARO0,34.89,66993
25.205,BARO0,34.89,66975
25.215,BARO0,34.91,66982
25.225,BARO0,34.9,66985
25.235,BARO0,34.9,66940
25.245,BARO0,34.91,66963
25.255,BARO0,34.89,66976
25.265,BARO0,34.92,66962
25.275,BARO0,34.9,66972
25.285,BARO0,34.89,66974
25.295,BARO0,34.89,66986
25.305,BARO0,34.9,66975
25.315,BARO0,34.89,66968
25.325,BARO0,34.9,66966
25.335,BARO0,34.91,66954
25.345,BARO0,34.9,66936
25.355,BARO0,34.9,66972
25.365,BARO0,34.88,66965
25.375,BARO0,34.9,66970
25.385,BARO0,34.9,66964
25.395,BARO0,34.89,66942
25.405,BARO0,34.89,66964
25.415,BARO0,34.92,66976
25.425,BARO0,34.9,66990
25.435,BARO0,34.9,66951
25.445,BARO0,34.89,66966
25.455,BARO0,34.92,66958
25.465,BARO0,34.9,66980
25.475,BARO0,34.89,66958
25.485,BARO0,34.89,66960
25.495,BARO0,34.89,66966
25.505,BARO0,34.9,66950
25.515,BARO0,34.89,66983
25.525,BARO0,34.91,66946
25.535,BARO0,34.89,66941
25.545,BARO0,34.88,66967
25.555,BARO0,34.9,67003
25.565,BARO0,34.89,66958
25.575,BARO0,34.91,66973
25.585,BARO0,34.9,66964
25.595,BARO0,34.9,66973
25.605,BARO0,34.89,66952
25.615,BARO0,34.89,66945
25.625,BARO0,34.9,66978
25.635,BARO0,34.9,66958
25.645,BARO0,34.9,66954
25.655,BARO0,34.89,66970
25.665,BARO0,34.9,66960
25.675,BARO0,34.91,66966
25.685,BARO0,34.89,66953
25.695,BARO0,34.89,66964
25.705,BARO0,34.9,66950
25.715,BARO0,34.91,66972
25.725,BARO0,34.89,66988
25.735,BARO0,34.88,66974
25.745,BARO0,34.9,66973
25.755,BARO0,34.93,66943
25.765,BARO0,34.92,66972
25.775,BARO0,34.89,66968
25.785,BARO0,34.9,66949
25.795,BARO0,34.9,66967
25.805,BARO0,34.89,66973
25.815,BARO0,34.9,66948
25.825,BARO0,34.88,66963
25.835,BARO0,34.89,66953
25.845,BARO0,34.89,66932
25.855,BARO0,34.92,66955
25.865,BARO0,34.9,66943
25.875,BARO0,34.89,66953
25.885,BARO0,34.91,66987
25.895,BARO0,34.9,66946
25.905,BARO0,34.9,66963
25.915,BARO0,34.89,66953
25.925,BARO0,34.91,66967
25.935,BARO0,34.9,66948
25.945,BARO0,34.9,66986
25.955,BARO0,34.88,66959
25.965,BARO0,34.91,66970
25.975,BARO0,34.91,66965
25.985,BARO0,34.91,66963
25.995,BARO0,34.91,66958
26.005,BARO0,34.9,66964
26.015,BARO0,34.9,66997
26.025,BARO0,34.91,66963
26.035,BARO0,34.91,66952
26.045,BARO0,34.9,66957
26.055,BARO0,34.91,66959
26.065,BARO0,34.9,66948
26.075,BARO0,34.89,66973
26.085,BARO0,34.91,66950
26.095,BARO0,34.91,66961
26.105,BARO0,34.91,66965
26.115,BARO0,34.92,66987
26.125,BARO0,34.92,66993
26.135,BARO0,34.88,66965
26.145,BARO0,34.89,66978
26.155,BARO0,34.91,66975
26.165,BARO0,34.91,66942
26.175,BARO0,34.89,66970
26.185,BARO0,34.89,66939
26.195,BARO0,34.9,66977
26.205,BARO0,34.89,66972
26.215,BARO0,34.89,66948
26.225,BARO0,34.89,66974
26.235,BARO0,34.92,66970
26.245,BARO0,34.89,66974
26.255,BARO0,34.9,66987
26.265,BARO0,34.91,66965
26.275,BARO0,34.9,66961
26.285,BARO0,34.9,66954
26.295,BARO0,34.91,66970
26.305,BARO0,34.9,66968
26.315,BARO0,34.91,66960
26.325,BARO0,34.9,66951
26.335,BARO0,34.91,66961
26.345,BARO0,34.9,67002
26.355,BARO0,34.88,66975
26.365,BARO0,34.9,66968
26.375,BARO0,34.89,66981
26.385,BARO0,34.91,66970
26.395,BARO0,34.89,66966
26.405,BARO0,34.89,66988
26.415,BARO0,34.89,66950
26.425,BARO0,34.91,67017
26.435,BARO0,34.93,67106
26.445,BARO0,34.89,67125
26.455,BARO0,34.93,67157
26.465,BARO0,34.89,67213
26.475,BARO0,34.9,67222
26.485,BARO0,34.9,67245
26.495,BARO0,34.9,67272
26.505,BARO0,34.9,67309
26.515,BARO0,34.91,67315
26.525,BARO0,34.91,67310
26.535,BARO0,34.89,67312
26.545,BARO0,34.91,67292
26.555,BARO0,34.91,67232
26.565,BARO0,34.92,67197
26.575,BARO0,34.91,67013
26.585,BARO0,34.9,67022
26.595,BARO0,34.9,67001
26.605,BARO0,34.9,67029
26.615,BARO0,34.89,67019
26.625,BARO0,34.9,66979
26.635,BARO0,34.93,66983
26.645,BARO0,34.91,66996
26.655,BARO0,34.91,66994
26.665,BARO0,34.89,67005
26.675,BARO0,34.92,67025
26.685,BARO0,34.9,67005
26.695,BARO0,34.9,66987
26.705,BARO0,34.9,66976
26.715,BARO0,34.88,66971
26.725,BARO0,34.92,66987
26.735,BARO0,34.9,66996
26.745,BARO0,34.91,66975
26.755,BARO0,34.91,67016
26.765,BARO0,34.92,67028
26.775,BARO0,34.91,66979
26.785,BARO0,34.9,67009
26.795,BARO0,34.91,67010
26.805,BARO0,34.9,66971
26.815,BARO0,34.91,67014
26.825,BARO0,34.92,67038
26.835,BARO0,34.92,67010
26.845,BARO0,34.9,66989
26.855,BARO0,34.89,67002
26.865,BARO0,34.88,67007
26.875,BARO0,34.91,66977
26.885,BARO0,34.9,67011
26.895,BARO0,34.9,66990
26.905,BARO0,34.91,67025
26.915,BARO0,34.9,67023
26.925,BARO0,34.91,66982
26.935,BARO0,34.91,67019
26.945,BARO0,34.9,66989
26.955,BARO0,34.9,67039
26.965,BARO0,34.9,67006
26.975,BARO0,34.9,67032
26.985,BARO0,34.9,67009
26.995,BARO0,34.9,67007
27.005,BARO0,34.91,67066
27.015,BARO0,34.89,67011
27.025,BARO0,34.9,66986
27.035,BARO0,34.91,67006
27.045,BARO0,34.91,67007
27.055,BARO0,34.9,67012
27.065,BARO0,34.92,66982
27.075,BARO0,34.91,66996
27.085,BARO0,34.91,67005
27.095,BARO0,34.9,67010
27.105,BARO0,34.9,66998
27.115,BARO0,34.91,67022
27.125,BARO0,34.89,67018
27.135,BARO0,34.92,67006
27.145,BARO0,34.93,67027
27.155,BARO0,34.91,66991
27.165,BARO0,34.9,66992
27.175,BARO0,34.91,67040
27.185,BARO0,34.9,67004
27.195,BARO0,34.91,67012
27.205,BARO0,34.89,66997
27.215,BARO0,34.9,66983
27.225,BARO0,34.86,66976
27.235,BARO0,34.91,67005
27.245,BARO0,34.9,67000
27.255,BARO0,34.9,67034
27.265,BARO0,34.91,67021
27.275,BARO0,34.89,67024
27.285,BARO0,34.91,67017
27.295,BARO0,34.9,67003
27.305,BARO0,34.91,67027
27.315,BARO0,34.91,67013
27.325,BARO0,34.91,66994
27.335,BARO0,34.92,67021
27.345,BARO0,34.9,67016
27.355,BARO0,34.91,67014
27.365,BARO0,34.93,66981
27.375,BARO0,34.91,67010
27.385,BARO0,34.91,67044
27.395,BARO0,34.9,67026
27.405,BARO0,34.9,67067
27.415,BARO0,34.91,67037
27.425,BARO0,34.89,67050
27.435,BARO0,34.91,67048
27.445,BARO0,34.91,67065
27.455,BARO0,34.91,67052
27.465,BARO0,34.91,67027
27.475,BARO0,34.92,67066
27.485,BARO0,34.9,67041
27.495,BARO0,34.91,67018
27.505,BARO0,34.9,66996
27.515,BARO0,34.92,67005
27.525,BARO0,34.9,66987
27.535,BARO0,34.92,66980
27.545,BARO0,34.92,66978
27.555,BARO0,34.91,66963
27.565,BARO0,34.89,66922
27.575,BARO0,34.92,66932
27.585,BARO0,34.91,66884
27.595,BARO0,34.9,66848
27.605,BARO0,34.91,66834
27.615,BARO0,34.92,66817
27.625,BARO0,34.93,66818
27.635,BARO0,34.91,66813
27.645,BARO0,34.91,66807
27.655,BARO0,34.91,66786
27.665,BARO0,34.91,66815
27.675,BARO0,34.92,66820
27.685,BARO0,34.9,66798
27.695,BARO0,34.91,66831
27.705,BARO0,34.9,66888
27.715,BARO0,34.9,66886
27.725,BARO0,34.92,66945
27.735,BARO0,34.9,66951
27.745,BARO0,34.9,66958
27.755,BARO0,34.92,67008
27.765,BARO0,34.91,66993
27.775,BARO0,34.9,66988
27.785,BARO0,34.91,67010
27.795,BARO0,34.91,67034
27.805,BARO0,34.9,67026
27.815,BARO0,34.9,67058
27.825,BARO0,34.9,67028
27.835,BARO0,34.91,67055
27.845,BARO0,34.89,67055
27.855,BARO0,34.9,67082
27.865,BARO0,34.91,67081
27.875,BARO0,34.91,67047
27.885,BARO0,34.91,67039
27.895,BARO0,34.91,66990
27.905,BARO0,34.91,67003
27.915,BARO0,34.93,67022
27.925,BARO0,34.93,67037
27.935,BARO0,34.93,67030
27.945,BARO0,34.91,67055
27.955,BARO0,34.89,67011
27.965,BARO0,34.92,67026
27.975,BARO0,34.89,67035
27.985,BARO0,34.9,67031
27.995,BARO0,34.9,67027
28.005,BARO0,34.91,67078
28.015,BARO0,34.89,67077
28.025,BARO0,34.91,67101
28.035,BARO0,34.93,67099
28.045,BARO0,34.92,67092
28.055,BARO0,34.92,67091
28.065,BARO0,34.89,67074
28.075,BARO0,34.9,67090
28.085,BARO0,34.9,67092
28.095,BARO0,34.9,67091
28.105,BARO0,34.9,67108
28.115,BARO0,34.91,67106
28.125,BARO0,34.91,67120
28.135,BARO0,34.9,67135
28.145,BARO0,34.91,67136
28.155,BARO0,34.91,67127
28.165,BARO0,34.91,67105
28.175,BARO0,34.91,67125
28.185,BARO0,34.9,67122
28.195,BARO0,34.9,67148
28.205,BARO0,34.91,67121
28.215,BARO0,34.91,67131
28.225,BARO0,34.91,67136
28.235,BARO0,34.91,67146
28.245,BARO0,34.9,67148
28.255,BARO0,34.9,67106
28.265,BARO0,34.92,67119
28.275,BARO0,34.89,67110
28.285,BARO0,34.91,67130
28.295,BARO0,34.9,67101
28.305,BARO0,34.91,67127
28.315,BARO0,34.91,67100
28.325,BARO0,34.89,67114
28.335,BARO0,34.9,67138
28.345,BARO0,34.91,67107
28.355,BARO0,34.93,67140
28.365,BARO0,34.91,67115
28.375,BARO0,34.9,67087
28.385,BARO0,34.9,67107
28.395,BARO0,34.91,67125
28.405,BARO0,34.9,67137
28.415,BARO0,34.91,67103
28.425,BARO0,34.91,67103
28.435,BARO0,34.92,67123
28.445,BARO0,34.9,67089
28.455,BARO0,34.89,67071
28.465,BARO0,34.93,67055
28.475,BARO0,34.89,67059
28.485,BARO0,34.9,67018
28.495,BARO0,34.91,67047
28.505,BARO0,34.9,67020
28.515,BARO0,34.91,66985
28.525,BARO0,34.92,66946
28.535,BARO0,34.91,66912
28.545,BARO0,34.92,66897
28.555,BARO0,34.9,66899
28.565,BARO0,34.91,66869
28.575,BARO0,34.91,66835
28.585,BARO0,34.91,66812
28.595,BARO0,34.9,66869
28.605,BARO0,34.9,66845
28.615,BARO0,34.91,66884
28.625,BARO0,34.92,66937
28.635,BARO0,34.91,66931
28.645,BARO0,34.9,66957
28.655,BARO0,34.92,67002
28.665,BARO0,34.91,67008
28.675,BARO0,34.91,66971
28.685,BARO0,34.89,66940
28.695,BARO0,34.91,66936
28.705,BARO0,34.9,66969
28.715,BARO0,34.89,66952
28.725,BARO0,34.89,66985
28.735,BARO0,34.89,67015
28.745,BARO0,34.91,66996
28.755,BARO0,34.9,66991
28.765,BARO0,34.91,67043
28.775,BARO0,34.92,67049
28.785,BARO0,34.91,67069
28.795,BARO0,34.9,67087
28.805,BARO0,34.9,67086
28.815,BARO0,34.9,67101
28.825,BARO0,34.9,67080
28.835,BARO0,34.91,67098
28.845,BARO0,34.92,67143
28.855,BARO0,34.88,67122
28.865,BARO0,34.9,67153
28.875,BARO0,34.9,67141
28.885,BARO0,34.91,67159
28.895,BARO0,34.9,67156
28.905,BARO0,34.9,67154
28.915,BARO0,34.93,67180
28.925,BARO0,34.91,67180
28.935,BARO0,34.9,67205
28.945,BARO0,34.94,67172
28.955,BARO0,34.89,67152
28.965,BARO0,34.92,67188
28.975,BARO0,34.91,67192
28.985,BARO0,34.9,67216
28.995,BARO0,34.9,67192
29.005,BARO0,34.89,67213
29.015,BARO0,34.91,67221
29.025,BARO0,34.92,67185
29.035,BARO0,34.9,67199
29.045,BARO0,34.91,67208
29.055,BARO0,34.9,67235
29.065,BARO0,34.93,67196
29.075,BARO0,34.9,67217
29.085,BARO0,34.9,67209
29.095,BARO0,34.9,67211
29.105,BARO0,34.9,67234
29.115,BARO0,34.89,67212
29.125,BARO0,34.88,67217
29.135,BARO0,34.9,67227
29.145,BARO0,34.9,67204
29.155,BARO0,34.91,67240
29.165,BARO0,34.89,67213
29.175,BARO0,34.9,67235
29.185,BARO0,34.9,67241
29.195,BARO0,34.91,67249
29.205,BARO0,34.9,67253
29.215,BARO0,34.9,67229
29.225,BARO0,34.88,67240
29.235,BARO0,34.91,67242
29.245,BARO0,34.93,67261
29.255,BARO0,34.9,67270
29.265,BARO0,34.91,67259
29.275,BARO0,34.91,67279
29.285,BARO0,34.9,67269
29.295,BARO0,34.9,67267
29.305,BARO0,34.9,67255
29.315,BARO0,34.9,67312
29.325,BARO0,34.91,67302
29.335,BARO0,34.88,67281
29.345,BARO0,34.9,67273
29.355,BARO0,34.91,67293
29.365,BARO0,34.89,67272
29.375,BARO0,34.89,67280
29.385,BARO0,34.9,67265
29.395,BARO0,34.9,67282
29.405,BARO0,34.9,67313
29.415,BARO0,34.9,67299
29.425,BARO0,34.91,67317
29.435,BARO0,34.89,67318
29.445,BARO0,34.9,67306
29.455,BARO0,34.92,67310
29.465,BARO0,34.9,67320
29.475,BARO0,34.9,67299
29.485,BARO0,34.89,67325
29.495,BARO0,34.9,67299
29.505,BARO0,34.9,67300
29.515,BARO0,34.91,67308
29.525,BARO0,34.93,67312
29.535,BARO0,34.9,67324
29.545,BARO0,34.92,67318
29.555,BARO0,34.93,67300
29.565,BARO0,34.9,67322
29.575,BARO0,34.93,67283
29.585,BARO0,34.9,67300
29.595,BARO0,34.91,67306
29.605,BARO0,34.91,67327
29.615,BARO0,34.91,67335
29.625,BARO0,34.92,67321
29.635,BARO0,34.92,67327
29.645,BARO0,34.89,67331
29.655,BARO0,34.91,67351
29.665,BARO0,34.92,67303
29.675,BARO0,34.9,67300
29.685,BARO0,34.91,67299
29.695,BARO0,34.9,67310
29.705,BARO0,34.9,67340
29.715,BARO0,34.91,67316
29.725,BARO0,34.91,67282
29.735,BARO0,34.89,67331
29.745,BARO0,34.9,67301
29.755,BARO0,34.91,67275
29.765,BARO0,34.92,67303
29.775,BARO0,34.91,67328
29.785,BARO0,34.89,67327
29.795,BARO0,34.9,67309
29.805,BARO0,34.9,67309
29.815,BARO0,34.9,67289
29.825,BARO0,34.9,67246
29.835,BARO0,34.9,67265
29.845,BARO0,34.9,67296
29.855,BARO0,34.91,67324
29.865,BARO0,34.91,67297
29.875,BARO0,34.89,67273
29.885,BARO0,34.9,67285
29.895,BARO0,34.89,67268
29.905,BARO0,34.89,67265
29.915,BARO0,34.9,67290
29.925,BARO0,34.92,67302
29.935,BARO0,34.89,67256
29.945,BARO0,34.9,67276
29.955,BARO0,34.88,67298
29.965,BARO0,34.89,67253
29.975,BARO0,34.88,67279
29.985,BARO0,34.89,67284
29.995,BARO0,34.9,67295
30.005,BARO0,34.9,67291
30.015,BARO0,34.9,67294
30.025,BARO0,34.88,67262
30.035,BARO0,34.92,67258
30.045,BARO0,34.9,67280
30.055,BARO0,34.9,67294
30.065,BARO0,34.9,67263
30.075,BARO0,34.9,67281
30.085,BARO0,34.89,67283
30.095,BARO0,34.9,67301
30.105,BARO0,34.89,67291
30.115,BARO0,34.91,67271
30.125,BARO0,34.9,67284
30.135,BARO0,34.9,67275
30.145,BARO0,34.91,67307
30.155,BARO0,34.91,67303
30.165,BARO0,34.9,67330
30.175,BARO0,34.9,67326
30.185,BARO0,34.9,67343
30.195,BARO0,34.9,67340
30.205,BARO0,34.88,67337
30.215,BARO0,34.9,67388
30.225,BARO0,34.9,67368
30.235,BARO0,34.91,67411
30.245,BARO0,34.9,67379
30.255,BARO0,34.9,67395
30.265,BARO0,34.87,67372
30.275,BARO0,34.9,67359
30.285,BARO0,34.89,67373
30.295,BARO0,34.9,67371
30.305,BARO0,34.89,67389
30.315,BARO0,34.9,67378
30.325,BARO0,34.89,67343
30.335,BARO0,34.9,67409
30.345,BARO0,34.89,67359
30.355,BARO0,34.9,67376
30.365,BARO0,34.9,67376
30.375,BARO0,34.9,67351
30.385,BARO0,34.9,67365
30.395,BARO0,34.89,67365
30.405,BARO0,34.88,67392
30.415,BARO0,34.9,67391
30.425,BARO0,34.88,67387
30.435,BARO0,34.9,67421
30.445,BARO0,34.91,67427
30.455,BARO0,34.9,67440
30.465,BARO0,34.89,67453
30.475,BARO0,34.91,67441
30.485,BARO0,34.9,67451
30.495,BARO0,34.89,67471
30.505,BARO0,34.9,67466
30.515,BARO0,34.89,67465
30.525,BARO0,34.89,67468
30.535,BARO0,34.91,67468
30.545,BARO0,34.9,67481
30.555,BARO0,34.89,67461
30.565,BARO0,34.9,67503
30.575,BARO0,34.89,67478
30.585,BARO0,34.88,67498
30.595,BARO0,34.9,67490
30.605,BARO0,34.89,67456
30.615,BARO0,34.89,67497
30.625,BARO0,34.9,67508
30.635,BARO0,34.89,67509
30.645,BARO0,34.89,67540
30.655,BARO0,34.87,67506
30.665,BARO0,34.91,67501
30.675,BARO0,34.89,67545
30.685,BARO0,34.89,67551
30.695,BARO0,34.89,67578
30.705,BARO0,34.89,67563
30.715,BARO0,34.89,67588
30.725,BARO0,34.9,67624
30.735,BARO0,34.9,67627
30.745,BARO0,34.88,67634
30.755,BARO0,34.88,67645
30.765,BARO0,34.88,67644
30.775,BARO0,34.89,67656
30.785,BARO0,34.89,67660
30.795,BARO0,34.89,67664
30.805,BARO0,34.89,67596
30.815,BARO0,34.9,67645
30.825,BARO0,34.88,67647
30.835,BARO0,34.89,67640
30.845,BARO0,34.89,67611
30.855,BARO0,34.89,67645
30.865,BARO0,34.89,67631
30.875,BARO0,34.89,67649
30.885,BARO0,34.89,67639
30.895,BARO0,34.89,67656
30.905,BARO0,34.88,67651
30.915,BARO0,34.9,67646
30.925,BARO0,34.9,67658
30.935,BARO0,34.91,67667
30.945,BARO0,34.88,67670
30.955,BARO0,34.86,67695
30.965,BARO0,34.91,67709
30.975,BARO0,34.9,67682
30.985,BARO0,34.88,67664
30.995,BARO0,34.88,67684
31.005,BARO0,34.88,67676
31.015,BARO0,34.88,67648
31.025,BARO0,34.9,67691
31.035,BARO0,34.87,67693
31.045,BARO0,34.89,67696
31.055,BARO0,34.92,67697
31.065,BARO0,34.9,67671
31.075,BARO0,34.91,67693
31.085,BARO0,34.88,67691
31.095,BARO0,34.88,67706
31.105,BARO0,34.88,67675
31.115,BARO0,34.89,67683
31.125,BARO0,34.89,67687
31.135,BARO0,34.91,67693
31.145,BARO0,34.89,67680
31.155,BARO0,34.88,67667
31.165,BARO0,34.88,67639
31.175,BARO0,34.9,67653
31.185,BARO0,34.88,67640
31.195,BARO0,34.88,67658
31.205,BARO0,34.88,67635
31.215,BARO0,34.89,67602
31.225,BARO0,34.89,67615
31.235,BARO0,34.9,67619
31.245,BARO0,34.89,67644
31.255,BARO0,34.88,67619
31.265,BARO0,34.91,67585
31.275,BARO0,34.9,67613
31.285,BARO0,34.89,67604
31.295,BARO0,34.88,67587
31.305,BARO0,34.89,67576
31.315,BARO0,34.88,67546
31.325,BARO0,34.88,67568
31.335,BARO0,34.89,67572
31.345,BARO0,34.89,67556
31.355,BARO0,34.9,67560
31.365,BARO0,34.89,67580
31.375,BARO0,34.9,67573
31.385,BARO0,34.88,67587
31.395,BARO0,34.89,67579
31.405,BARO0,34.89,67616
31.415,BARO0,34.88,67621
31.425,BARO0,34.89,67642
31.435,BARO0,34.88,67640
31.445,BARO0,34.88,67631
31.455,BARO0,34.89,67658
31.465,BARO0,34.9,67682
31.475,BARO0,34.89,67674
31.485,BARO0,34.89,67643
31.495,BARO0,34.89,67699
31.505,BARO0,34.89,67707
31.515,BARO0,34.89,67705
31.525,BARO0,34.89,67711
31.535,BARO0,34.87,67738
31.545,BARO0,34.89,67735
31.555,BARO0,34.89,67731
31.565,BARO0,34.91,67735
31.575,BARO0,34.91,67761
31.585,BARO0,34.89,67779
31.595,BARO0,34.9,67812
31.605,BARO0,34.89,67813
31.615,BARO0,34.9,67828
31.625,BARO0,34.88,67839
31.635,BARO0,34.87,67832
31.645,BARO0,34.9,67816
31.655,BARO0,34.91,67827
31.665,BARO0,34.88,67834
31.675,BARO0,34.89,67822
31.685,BARO0,34.88,67835
31.695,BARO0,34.89,67819
31.705,BARO0,34.89,67820
31.715,BARO0,34.91,67799
31.725,BARO0,34.89,67811
31.735,BARO0,34.88,67775
31.745,BARO0,34.89,67743
31.755,BARO0,34.87,67767
31.765,BARO0,34.9,67748
31.775,BARO0,34.87,67741
31.785,BARO0,34.88,67739
31.795,BARO0,34.89,67709
31.805,BARO0,34.89,67720
31.815,BARO0,34.9,67697
31.825,BARO0,34.9,67724
31.835,BARO0,34.9,67741
31.845,BARO0,34.88,67732
31.855,BARO0,34.9,67785
31.865,BARO0,34.9,67778
31.875,BARO0,34.89,67741
31.885,BARO0,34.89,67740
31.895,BARO0,34.89,67743
31.905,BARO0,34.89,67753
31.915,BARO0,34.89,67777
31.925,BARO0,34.88,67773
31.935,BARO0,34.9,67781
31.945,BARO0,34.89,67827
31.955,BARO0,34.86,67783
31.965,BARO0,34.89,67809
31.975,BARO0,34.88,67799
31.985,BARO0,34.87,67807
31.995,BARO0,34.89,67830
32.005,BARO0,34.89,67806
32.015,BARO0,34.88,67795
32.025,BARO0,34.9,67842
32.035,BARO0,34.89,67820
32.045,BARO0,34.9,67810
32.055,BARO0,34.88,67814
32.065,BARO0,34.87,67806
32.075,BARO0,34.87,67819
32.085,BARO0,34.89,67838
32.095,BARO0,34.89,67829
32.105,BARO0,34.89,67855
32.115,BARO0,34.9,67832
32.125,BARO0,34.88,67842
32.135,BARO0,34.88,67869
32.145,BARO0,34.9,67844
32.155,BARO0,34.87,67861
32.165,BARO0,34.88,67813
32.175,BARO0,34.89,67859
32.185,BARO0,34.89,67871
32.195,BARO0,34.88,67857
32.205,BARO0,34.88,67897
32.215,BARO0,34.88,67889
32.225,BARO0,34.88,67910
32.235,BARO0,34.9,67905
32.245,BARO0,34.87,67870
32.255,BARO0,34.88,67884
32.265,BARO0,34.87,67897
32.275,BARO0,34.89,67911
32.285,BARO0,34.88,67893
32.295,BARO0,34.89,67898
32.305,BARO0,34.89,67924
32.315,BARO0,34.89,67901
32.325,BARO0,34.88,67899
32.335,BARO0,34.89,67922
32.345,BARO0,34.9,67906
32.355,BARO0,34.89,67928
32.365,BARO0,34.9,67919
32.375,BARO0,34.88,67944
32.385,BARO0,34.89,67930
32.395,BARO0,34.88,67936
32.405,BARO0,34.88,67953
32.415,BARO0,34.89,67941
32.425,BARO0,34.89,67978
32.435,BARO0,34.9,67945
32.445,BARO0,34.89,67953
32.455,BARO0,34.89,67955
32.465,BARO0,34.88,67931
32.475,BARO0,34.9,67962
32.485,BARO0,34.89,67922
32.495,BARO0,34.89,67926
32.505,BARO0,34.89,67887
32.515,BARO0,34.89,67906
32.525,BARO0,34.88,67884
32.535,BARO0,34.88,67873
32.545,BARO0,34.88,67890
32.555,BARO0,34.89,67886
32.565,BARO0,34.9,67872
32.575,BARO0,34.88,67882
