ts,latitude,longitude,satellites
137.86,39.39217758178711,-8.280074119567871,0
138.06,39.39218521118164,-8.280076026916504,0
138.26,39.39219284057617,-8.28007698059082,0
138.46,39.3922004699707,-8.280075073242188,0
138.86,39.392215728759766,-8.280075073242188,0
139.06,39.39222717285156,-8.280074119567871,0
139.26,39.392234802246094,-8.280074119567871,0
139.46,39.392242431640625,-8.280074119567871,0
139.66,39.392242431640625,-8.280074119567871,0
139.86,39.39226150512695,-8.280073165893555,0
140.06,39.392269134521484,-8.280072212219238,0
140.26,39.392276763916016,-8.280075073242188,0
140.46,39.39228820800781,-8.28007698059082,0
140.86,39.39230728149414,-8.280075073242188,0
141.06,39.39231491088867,-8.280075073242188,0
