ts,filteredAltitudeAGL,filteredAcceleration
23.92,3152.712158203125,-9.8100004196167
23.93,3152.712158203125,-9.8100004196167
23.94,3152.82861328125,-9.790933609008789
23.95,3152.94482421875,-9.800466537475586
23.96,3153.06103515625,-9.8100004196167
23.97,3153.06103515625,-9.800466537475586
23.98,3153.526123046875,-9.800466537475586
23.99,3153.526123046875,-9.800466537475586
24,3153.06103515625,-9.800466537475586
24.01,3153.06103515625,-9.800466537475586
24.02,3154.2236328125,-9.800466537475586
24.03,3154.2236328125,-9.800466537475586
24.04,3154.456298828125,-9.800466537475586
24.05,3154.688720703125,-9.800466537475586
24.06,3154.688720703125,-9.790933609008789
24.07,3154.688720703125,-9.790933609008789
24.08,3154.688720703125,-9.790933609008789
24.09,3154.688720703125,-9.790933609008789
24.1,3155.27001953125,-9.800466537475586
24.11,3155.618896484375,-9.800466537475586
24.12,3156.4326171875,-9.800466537475586
24.13,3155.618896484375,-9.800466537475586
24.14,3155.27001953125,-9.800466537475586
24.15,3156.6650390625,-9.800466537475586
24.16,3156.781494140625,-9.800466537475586
24.17,3157.36279296875,-9.800466537475586
24.18,3157.36279296875,-9.800466537475586
24.19,3157.36279296875,-9.800466537475586
24.2,3158.060302734375,-9.790933609008789
24.21,3158.176513671875,-9.790933609008789
24.22,3158.176513671875,-9.790933609008789
24.23,3158.176513671875,-9.781399726867676
24.24,3158.525390625,-9.781399726867676
24.25,3158.525390625,-9.771865844726562
24.26,3158.525390625,-9.771865844726562
24.27,3158.525390625,-9.771865844726562
24.28,3158.7578125,-9.771865844726562
24.29,3158.525390625,-9.771865844726562
24.3,3158.525390625,-9.771865844726562
24.31,3158.7578125,-9.771865844726562
24.32,3158.7578125,-9.781399726867676
24.33,3158.7578125,-9.781399726867676
24.34,3158.7578125,-9.781399726867676
24.35,3159.222900390625,-9.790933609008789
24.36,3159.222900390625,-9.790933609008789
24.37,3158.7578125,-9.781399726867676
24.38,3158.990478515625,-9.781399726867676
24.39,3159.222900390625,-9.781399726867676
24.4,3159.222900390625,-9.781399726867676
24.41,3159.222900390625,-9.781399726867676
24.42,3159.222900390625,-9.781399726867676
24.43,3159.222900390625,-9.781399726867676
24.44,3159.222900390625,-9.781399726867676
24.45,3159.106689453125,-9.781399726867676
24.46,3159.222900390625,-9.781399726867676
24.47,3159.80419921875,-9.781399726867676
24.48,3159.80419921875,-9.781399726867676
24.49,3160.03662109375,-9.781399726867676
24.5,3160.03662109375,-9.781399726867676
24.51,3160.03662109375,-9.781399726867676
24.52,3161.19921875,-9.781399726867676
24.53,3161.19921875,-9.781399726867676
24.54,3161.19921875,-9.781399726867676
24.55,3161.19921875,-9.771865844726562
24.56,3161.19921875,-9.771865844726562
24.57,3162.01318359375,-9.771865844726562
24.58,3162.01318359375,-9.771865844726562
24.59,3162.24560546875,-9.771865844726562
24.6,3162.24560546875,-9.771865844726562
