ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
16.51,9.674,0.075,1.903,-1.665
16.52,9.707,0.043,1.718,-1.675
16.53,9.737,0.011,1.532,-1.685
16.54,9.763,-0.021,1.345,-1.694
16.55,9.785,-0.053,1.157,-1.702
16.56,9.804,-0.086,0.968,-1.71
16.57,9.819,-0.118,0.778,-1.717
16.58,9.831,-0.151,0.588,-1.724
16.59,9.839,-0.184,0.397,-1.729
16.6,9.843,-0.217,0.206,-1.734
16.61,9.844,-0.249,0.014,-1.739
16.62,9.841,-0.282,-0.178,-1.743
16.63,9.834,-0.315,-0.37,-1.745
16.64,9.823,-0.348,-0.563,-1.748
16.65,9.809,-0.381,-0.757,-1.749
16.66,9.79,-0.413,-0.95,-1.75
16.67,9.768,-0.446,-1.144,-1.75
16.68,9.742,-0.478,-1.337,-1.75
16.69,9.712,-0.511,-1.53,-1.748
16.7,9.678,-0.543,-1.723,-1.746
16.71,9.641,-0.576,-1.915,-1.744
16.72,9.6,-0.607,-2.107,-1.74
16.73,9.554,-0.639,-2.297,-1.736
16.74,9.505,-0.67,-2.487,-1.732
16.75,9.453,-0.701,-2.676,-1.727
16.76,9.396,-0.732,-2.864,-1.721
16.77,9.336,-0.762,-3.05,-1.715
16.78,9.272,-0.792,-3.235,-1.708
16.79,9.205,-0.822,-3.419,-1.7
16.8,9.134,-0.851,-3.6,-1.692
16.81,9.06,-0.88,-3.78,-1.683
16.82,8.983,-0.908,-3.958,-1.674
16.83,8.902,-0.936,-4.134,-1.664
16.84,8.818,-0.964,-4.308,-1.654
16.85,8.731,-0.991,-4.48,-1.643
16.86,8.641,-1.018,-4.649,-1.632
16.87,8.548,-1.044,-4.816,-1.62
16.88,8.453,-1.07,-4.981,-1.608
16.89,8.354,-1.096,-5.143,-1.596
16.9,8.252,-1.121,-5.303,-1.583
16.91,8.148,-1.146,-5.46,-1.569
16.92,8.042,-1.17,-5.615,-1.555
16.93,7.932,-1.194,-5.767,-1.541
16.94,7.821,-1.217,-5.917,-1.526
16.95,7.707,-1.239,-6.064,-1.512
16.96,7.59,-1.261,-6.209,-1.496
16.97,7.471,-1.283,-6.35,-1.48
16.98,7.35,-1.304,-6.49,-1.464
16.99,7.227,-1.325,-6.626,-1.448
17,7.101,-1.345,-6.76,-1.431
17.01,6.973,-1.365,-6.891,-1.414
17.02,6.844,-1.384,-7.02,-1.396
17.03,6.712,-1.403,-7.146,-1.378
17.04,6.579,-1.421,-7.268,-1.36
17.05,6.444,-1.439,-7.389,-1.342
17.06,6.307,-1.456,-7.506,-1.323
17.07,6.168,-1.472,-7.621,-1.304
17.08,6.027,-1.489,-7.732,-1.285
17.09,5.885,-1.504,-7.841,-1.265
17.1,5.742,-1.52,-7.947,-1.245
17.11,5.597,-1.534,-8.05,-1.225
17.12,5.451,-1.549,-8.15,-1.205
17.13,5.303,-1.563,-8.247,-1.184
17.14,5.154,-1.576,-8.342,-1.162
17.15,5.003,-1.589,-8.434,-1.141
17.16,4.851,-1.602,-8.523,-1.119
17.17,4.698,-1.614,-8.609,-1.097
17.18,4.543,-1.626,-8.692,-1.075
17.19,4.388,-1.637,-8.772,-1.053
17.2,4.231,-1.648,-8.849,-1.03
17.21,4.073,-1.658,-8.924,-1.007
17.22,3.914,-1.668,-8.996,-0.983
17.23,3.753,-1.678,-9.064,-0.96
17.24,3.592,-1.687,-9.13,-0.936
17.25,3.43,-1.695,-9.193,-0.912
17.26,3.267,-1.703,-9.253,-0.887
17.27,3.102,-1.711,-9.311,-0.862
17.28,2.937,-1.718,-9.365,-0.837
17.29,2.771,-1.725,-9.416,-0.812
17.3,2.605,-1.732,-9.465,-0.787
17.31,2.437,-1.738,-9.51,-0.761
17.32,2.269,-1.743,-9.553,-0.735
17.33,2.1,-1.749,-9.592,-0.708
17.34,1.931,-1.753,-9.629,-0.682
17.35,1.761,-1.758,-9.663,-0.655
17.36,1.59,-1.762,-9.693,-0.628
17.37,1.419,-1.765,-9.721,-0.6
17.38,1.247,-1.768,-9.746,-0.573
17.39,1.075,-1.771,-9.767,-0.545
17.4,0.902,-1.773,-9.786,-0.516
17.41,0.729,-1.775,-9.801,-0.488
17.42,0.556,-1.776,-9.814,-0.459
17.43,0.383,-1.777,-9.823,-0.43
17.44,0.209,-1.778,-9.83,-0.401
17.45,0.036,-1.778,-9.833,-0.372
17.46,-0.137,-1.778,-9.833,-0.342
17.47,-0.311,-1.777,-9.83,-0.313
17.48,-0.484,-1.776,-9.824,-0.283
17.49,-0.657,-1.774,-9.816,-0.253
17.5,-0.83,-1.772,-9.803,-0.223
17.51,-1.003,-1.769,-9.788,-0.192
17.52,-1.175,-1.766,-9.77,-0.162
17.53,-1.347,-1.763,-9.749,-0.131
17.54,-1.517,-1.759,-9.725,-0.1
17.55,-1.688,-1.754,-9.698,-0.069
17.56,-1.857,-1.749,-9.668,-0.038
17.57,-2.026,-1.744,-9.635,-0.006
17.58,-2.194,-1.738,-9.6,0.024
17.59,-2.36,-1.731,-9.561,0.055
17.6,-2.526,-1.724,-9.52,0.087
17.61,-2.691,-1.717,-9.475,0.119
17.62,-2.854,-1.708,-9.428,0.15
17.63,-3.017,-1.7,-9.379,0.182
17.64,-3.178,-1.691,-9.326,0.213
17.65,-3.338,-1.681,-9.271,0.245
17.66,-3.496,-1.672,-9.214,0.277
17.67,-3.653,-1.661,-9.153,0.309
17.68,-3.809,-1.65,-9.091,0.34
17.69,-3.963,-1.639,-9.025,0.372
17.7,-4.116,-1.627,-8.957,0.404
17.71,-4.267,-1.615,-8.887,0.435
17.72,-4.416,-1.602,-8.815,0.466
17.73,-4.564,-1.588,-8.74,0.498
17.74,-4.711,-1.575,-8.662,0.529
17.75,-4.855,-1.561,-8.583,0.56
17.76,-4.998,-1.546,-8.501,0.592
17.77,-5.139,-1.531,-8.417,0.623
17.78,-5.279,-1.515,-8.33,0.654
17.79,-5.416,-1.499,-8.242,0.684
17.8,-5.552,-1.483,-8.152,0.715
17.81,-5.686,-1.466,-8.059,0.746
17.82,-5.818,-1.449,-7.965,0.776
17.83,-5.948,-1.431,-7.868,0.806
17.84,-6.075,-1.413,-7.771,0.837
17.85,-6.2,-1.394,-7.671,0.866
17.86,-6.324,-1.375,-7.57,0.896
17.87,-6.445,-1.356,-7.467,0.925
17.88,-6.564,-1.336,-7.362,0.955
17.89,-6.681,-1.316,-7.256,0.984
17.9,-6.796,-1.296,-7.148,1.012
17.91,-6.908,-1.275,-7.039,1.041
17.92,-7.019,-1.254,-6.928,1.069
17.93,-7.127,-1.233,-6.816,1.097
17.94,-7.234,-1.211,-6.703,1.124
17.95,-7.338,-1.189,-6.588,1.152
17.96,-7.44,-1.167,-6.471,1.179
17.97,-7.54,-1.144,-6.353,1.206
17.98,-7.638,-1.121,-6.234,1.232
17.99,-7.734,-1.098,-6.114,1.258
18,-7.828,-1.075,-5.992,1.284
18.01,-7.919,-1.051,-5.87,1.309
18.02,-8.008,-1.027,-5.746,1.334
18.03,-8.096,-1.003,-5.62,1.359
18.04,-8.181,-0.978,-5.494,1.384
18.05,-8.264,-0.953,-5.366,1.408
18.06,-8.345,-0.928,-5.237,1.432
18.07,-8.424,-0.903,-5.107,1.455
18.08,-8.501,-0.878,-4.975,1.479
18.09,-8.576,-0.853,-4.843,1.501
18.1,-8.649,-0.826,-4.709,1.524
18.11,-8.719,-0.8,-4.575,1.546
18.12,-8.788,-0.774,-4.439,1.568
18.13,-8.854,-0.747,-4.302,1.589
18.14,-8.918,-0.721,-4.164,1.61
18.15,-8.98,-0.694,-4.025,1.631
18.16,-9.04,-0.667,-3.885,1.652
18.17,-9.098,-0.639,-3.744,1.671
18.18,-9.153,-0.612,-3.602,1.691
18.19,-9.206,-0.584,-3.459,1.71
18.2,-9.257,-0.557,-3.315,1.729
18.21,-9.306,-0.529,-3.171,1.748
18.22,-9.352,-0.501,-3.025,1.766
18.23,-9.397,-0.473,-2.879,1.783
18.24,-9.439,-0.444,-2.731,1.801
18.25,-9.478,-0.416,-2.584,1.817
18.26,-9.515,-0.388,-2.435,1.834
18.27,-9.55,-0.359,-2.287,1.85
18.28,-9.583,-0.331,-2.137,1.866
18.29,-9.613,-0.303,-1.988,1.881
18.3,-9.64,-0.274,-1.839,1.895
18.31,-9.666,-0.245,-1.689,1.91
18.32,-9.689,-0.217,-1.54,1.924
18.33,-9.709,-0.189,-1.39,1.937
18.34,-9.727,-0.16,-1.24,1.95
18.35,-9.743,-0.132,-1.091,1.963
18.36,-9.756,-0.104,-0.941,1.975
18.37,-9.768,-0.076,-0.792,1.987
18.38,-9.776,-0.048,-0.643,1.998
18.39,-9.783,-0.02,-0.494,2.01
18.4,-9.787,0.007,-0.346,2.02
18.41,-9.789,0.035,-0.198,2.031
18.42,-9.789,0.063,-0.05,2.041
18.43,-9.786,0.09,0.096,2.05
18.44,-9.781,0.118,0.243,2.059
18.45,-9.774,0.145,0.39,2.068
18.46,-9.765,0.172,0.536,2.076
18.47,-9.754,0.199,0.681,2.084
18.48,-9.741,0.226,0.826,2.092
18.49,-9.725,0.253,0.971,2.099
18.5,-9.707,0.28,1.114,2.106
18.51,-9.688,0.306,1.257,2.112
18.52,-9.666,0.332,1.4,2.118
18.53,-9.642,0.359,1.542,2.124
18.54,-9.616,0.385,1.683,2.129
18.55,-9.588,0.411,1.824,2.134
18.56,-9.558,0.437,1.964,2.139
18.57,-9.527,0.463,2.103,2.143
18.58,-9.493,0.488,2.242,2.146
18.59,-9.457,0.513,2.38,2.15
18.6,-9.419,0.539,2.518,2.152
18.61,-9.379,0.564,2.655,2.155
18.62,-9.338,0.589,2.791,2.157
18.63,-9.294,0.614,2.927,2.159
18.64,-9.248,0.639,3.062,2.16
18.65,-9.201,0.664,3.196,2.161
18.66,-9.151,0.689,3.33,2.162
18.67,-9.1,0.714,3.463,2.162
18.68,-9.047,0.738,3.595,2.162
18.69,-8.992,0.763,3.726,2.161
18.7,-8.934,0.787,3.856,2.16
18.71,-8.876,0.811,3.986,2.159
18.72,-8.815,0.835,4.115,2.157
18.73,-8.752,0.859,4.243,2.155
18.74,-8.688,0.883,4.37,2.152
18.75,-8.621,0.907,4.496,2.149
18.76,-8.553,0.931,4.622,2.146
18.77,-8.483,0.955,4.746,2.142
18.78,-8.411,0.978,4.869,2.137
18.79,-8.337,1.002,4.992,2.133
18.8,-8.262,1.026,5.113,2.127
18.81,-8.185,1.049,5.233,2.122
18.82,-8.106,1.072,5.353,2.116
18.83,-8.025,1.095,5.471,2.109
18.84,-7.942,1.119,5.588,2.103
18.85,-7.858,1.142,5.705,2.095
18.86,-7.772,1.165,5.82,2.087
18.87,-7.684,1.188,5.934,2.079
18.88,-7.594,1.211,6.047,2.07
18.89,-7.502,1.233,6.159,2.061
18.9,-7.409,1.256,6.269,2.051
18.91,-7.315,1.278,6.378,2.041
18.92,-7.218,1.3,6.486,2.031
18.93,-7.12,1.323,6.593,2.02
18.94,-7.02,1.345,6.698,2.008
18.95,-6.918,1.367,6.802,1.996
18.96,-6.815,1.389,6.905,1.984
18.97,-6.71,1.41,7.006,1.971
18.98,-6.604,1.432,7.106,1.957
18.99,-6.496,1.453,7.204,1.944
19,-6.386,1.475,7.301,1.929
19.01,-6.275,1.496,7.396,1.915
19.02,-6.162,1.517,7.49,1.899
19.03,-6.048,1.538,7.582,1.883
19.04,-5.932,1.558,7.673,1.867
19.05,-5.815,1.579,7.762,1.851
19.06,-5.696,1.599,7.85,1.834
19.07,-5.576,1.619,7.936,1.816
19.08,-5.454,1.639,8.02,1.798
19.09,-5.331,1.658,8.102,1.779
19.1,-5.206,1.678,8.183,1.76
19.11,-5.08,1.697,8.262,1.74
19.12,-4.953,1.716,8.34,1.72
19.13,-4.824,1.734,8.415,1.7
19.14,-4.694,1.753,8.489,1.679
19.15,-4.562,1.771,8.561,1.657
19.16,-4.43,1.789,8.631,1.635
19.17,-4.296,1.807,8.699,1.613
19.18,-4.161,1.824,8.765,1.59
19.19,-4.024,1.841,8.829,1.567
19.2,-3.887,1.858,8.891,1.543
19.21,-3.748,1.875,8.951,1.519
19.22,-3.609,1.891,9.008,1.494
19.23,-3.468,1.907,9.064,1.469
19.24,-3.326,1.922,9.118,1.444
19.25,-3.184,1.938,9.17,1.418
19.26,-3.04,1.953,9.219,1.392
19.27,-2.896,1.967,9.266,1.366
19.28,-2.751,1.982,9.311,1.339
19.29,-2.605,1.996,9.354,1.311
19.3,-2.458,2.009,9.394,1.283
19.31,-2.311,2.022,9.433,1.255
19.32,-2.163,2.035,9.469,1.227
19.33,-2.014,2.048,9.503,1.198
19.34,-1.865,2.06,9.534,1.169
19.35,-1.715,2.072,9.563,1.139
19.36,-1.564,2.083,9.59,1.109
19.37,-1.413,2.094,9.614,1.079
19.38,-1.262,2.105,9.637,1.048
19.39,-1.11,2.115,9.656,1.018
19.4,-0.958,2.125,9.674,0.987
19.41,-0.806,2.134,9.689,0.955
19.42,-0.653,2.143,9.701,0.923
19.43,-0.5,2.152,9.712,0.891
19.44,-0.347,2.16,9.719,0.859
19.45,-0.193,2.167,9.725,0.826
19.46,-0.04,2.174,9.728,0.793
19.47,0.113,2.181,9.728,0.76
19.48,0.267,2.188,9.726,0.727
19.49,0.421,2.194,9.722,0.693
19.5,0.575,2.199,9.715,0.659
19.51,0.729,2.204,9.706,0.624
19.52,0.883,2.209,9.694,0.589
19.53,1.037,2.213,9.68,0.555
19.54,1.191,2.217,9.664,0.519
19.55,1.344,2.22,9.645,0.484
19.56,1.498,2.223,9.623,0.448
19.57,1.651,2.225,9.599,0.412
19.58,1.803,2.227,9.573,0.376
19.59,1.956,2.228,9.544,0.34
19.6,2.108,2.229,9.512,0.303
19.61,2.259,2.229,9.479,0.266
19.62,2.41,2.229,9.442,0.23
19.63,2.561,2.228,9.404,0.193
19.64,2.711,2.227,9.362,0.155
19.65,2.861,2.225,9.319,0.118
19.66,3.01,2.223,9.273,0.08
19.67,3.158,2.22,9.224,0.043
19.68,3.305,2.216,9.173,0.005
19.69,3.452,2.213,9.12,-0.032
19.7,3.597,2.208,9.065,-0.069
19.71,3.742,2.203,9.007,-0.107
19.72,3.885,2.198,8.946,-0.145
19.73,4.027,2.192,8.884,-0.183
19.74,4.169,2.186,8.819,-0.221
19.75,4.309,2.179,8.752,-0.259
19.76,4.448,2.171,8.683,-0.297
19.77,4.585,2.163,8.612,-0.336
19.78,4.722,2.155,8.538,-0.374
19.79,4.857,2.146,8.463,-0.412
19.8,4.991,2.136,8.385,-0.45
19.81,5.123,2.126,8.305,-0.488
19.82,5.254,2.116,8.224,-0.525
19.83,5.383,2.105,8.14,-0.563
19.84,5.511,2.093,8.054,-0.601
19.85,5.638,2.082,7.966,-0.639
19.86,5.762,2.069,7.877,-0.677
19.87,5.885,2.056,7.785,-0.714
19.88,6.006,2.042,7.692,-0.751
19.89,6.126,2.028,7.597,-0.789
19.9,6.244,2.014,7.501,-0.826
19.91,6.36,1.999,7.403,-0.863
19.92,6.474,1.984,7.303,-0.899
19.93,6.586,1.968,7.201,-0.936
19.94,6.696,1.952,7.099,-0.972
19.95,6.804,1.935,6.994,-1.008
19.96,6.911,1.918,6.889,-1.044
19.97,7.016,1.901,6.781,-1.08
19.98,7.119,1.882,6.672,-1.115
19.99,7.22,1.864,6.562,-1.151
20,7.319,1.845,6.451,-1.186
20.01,7.416,1.826,6.338,-1.22
20.02,7.511,1.806,6.224,-1.255
20.03,7.604,1.786,6.108,-1.289
20.04,7.695,1.765,5.992,-1.323
20.05,7.784,1.744,5.874,-1.357
20.06,7.872,1.723,5.755,-1.39
20.07,7.957,1.701,5.635,-1.423
20.08,8.04,1.679,5.514,-1.456
20.09,8.121,1.657,5.392,-1.489
20.1,8.2,1.634,5.27,-1.521
20.11,8.276,1.611,5.146,-1.553
20.12,8.351,1.588,5.022,-1.584
20.13,8.423,1.564,4.897,-1.615
20.14,8.493,1.54,4.771,-1.646
20.15,8.561,1.516,4.646,-1.676
20.16,8.627,1.491,4.519,-1.706
20.17,8.69,1.467,4.393,-1.736
20.18,8.752,1.442,4.265,-1.765
20.19,8.811,1.416,4.138,-1.794
20.2,8.868,1.391,4.01,-1.823
20.21,8.924,1.365,3.881,-1.851
20.22,8.977,1.339,3.753,-1.879
20.23,9.027,1.313,3.624,-1.906
20.24,9.076,1.287,3.494,-1.933
20.25,9.123,1.26,3.365,-1.96
20.26,9.168,1.234,3.235,-1.986
20.27,9.211,1.207,3.105,-2.012
20.28,9.251,1.18,2.975,-2.038
20.29,9.29,1.153,2.845,-2.063
20.3,9.327,1.125,2.715,-2.088
20.31,9.362,1.098,2.585,-2.112
20.32,9.394,1.07,2.455,-2.136
20.33,9.425,1.042,2.324,-2.16
20.34,9.454,1.014,2.194,-2.183
20.35,9.481,0.986,2.064,-2.206
20.36,9.506,0.958,1.934,-2.228
20.37,9.529,0.929,1.804,-2.25
20.38,9.55,0.901,1.674,-2.272
20.39,9.57,0.872,1.545,-2.293
20.4,9.587,0.844,1.415,-2.314
20.41,9.603,0.815,1.286,-2.334
20.42,9.617,0.786,1.158,-2.354
20.43,9.629,0.757,1.029,-2.374
20.44,9.639,0.728,0.901,-2.393
20.45,9.648,0.699,0.773,-2.412
20.46,9.655,0.67,0.645,-2.431
20.47,9.66,0.641,0.518,-2.449
20.48,9.663,0.612,0.392,-2.467
20.49,9.665,0.582,0.266,-2.484
20.5,9.665,0.553,0.14,-2.502
20.51,9.663,0.524,0.015,-2.518
20.52,9.66,0.494,-0.109,-2.535
20.53,9.655,0.465,-0.233,-2.551
20.54,9.648,0.435,-0.356,-2.566
20.55,9.64,0.406,-0.48,-2.582
20.56,9.63,0.376,-0.602,-2.597
20.57,9.619,0.347,-0.725,-2.611
20.58,9.606,0.317,-0.846,-2.625
20.59,9.592,0.288,-0.967,-2.639
20.6,9.576,0.258,-1.088,-2.652
20.61,9.559,0.228,-1.208,-2.665
20.62,9.54,0.199,-1.328,-2.678
20.63,9.52,0.169,-1.447,-2.69
20.64,9.498,0.139,-1.565,-2.702
20.65,9.475,0.11,-1.683,-2.714
20.66,9.451,0.08,-1.8,-2.725
20.67,9.425,0.05,-1.916,-2.736
20.68,9.398,0.021,-2.032,-2.746
20.69,9.369,-0.008,-2.147,-2.756
20.7,9.339,-0.038,-2.262,-2.766
20.71,9.308,-0.067,-2.375,-2.776
20.72,9.275,-0.097,-2.488,-2.785
20.73,9.242,-0.126,-2.6,-2.793
20.74,9.206,-0.156,-2.712,-2.801
20.75,9.17,-0.185,-2.823,-2.809
20.76,9.132,-0.215,-2.933,-2.817
20.77,9.093,-0.244,-3.043,-2.824
20.78,9.053,-0.274,-3.152,-2.831
20.79,9.012,-0.303,-3.26,-2.838
20.8,8.969,-0.333,-3.368,-2.844
20.81,8.925,-0.362,-3.475,-2.85
20.82,8.88,-0.392,-3.581,-2.855
20.83,8.834,-0.421,-3.686,-2.86
20.84,8.786,-0.45,-3.791,-2.865
20.85,8.738,-0.48,-3.895,-2.87
20.86,8.688,-0.509,-3.998,-2.874
20.87,8.637,-0.539,-4.101,-2.877
20.88,8.585,-0.568,-4.203,-2.881
20.89,8.532,-0.597,-4.304,-2.884
20.9,8.478,-0.627,-4.404,-2.886
20.91,8.422,-0.656,-4.503,-2.888
20.92,8.366,-0.685,-4.601,-2.89
20.93,8.309,-0.714,-4.698,-2.892
20.94,8.251,-0.743,-4.795,-2.893
20.95,8.191,-0.772,-4.89,-2.894
20.96,8.131,-0.801,-4.985,-2.895
20.97,8.07,-0.829,-5.078,-2.895
20.98,8.008,-0.858,-5.171,-2.895
20.99,7.945,-0.886,-5.262,-2.894
21,7.881,-0.915,-5.353,-2.894
21.01,7.817,-0.943,-5.443,-2.892
21.02,7.751,-0.971,-5.532,-2.891
21.03,7.685,-1,-5.62,-2.889
21.04,7.618,-1.028,-5.706,-2.887
21.05,7.55,-1.055,-5.792,-2.885
21.06,7.481,-1.083,-5.876,-2.882
21.07,7.412,-1.111,-5.96,-2.879
21.08,7.342,-1.138,-6.042,-2.876
21.09,7.272,-1.166,-6.123,-2.873
21.1,7.2,-1.193,-6.204,-2.869
21.11,7.128,-1.22,-6.283,-2.865
21.12,7.056,-1.247,-6.361,-2.86
21.13,6.983,-1.274,-6.438,-2.856
21.14,6.909,-1.301,-6.513,-2.851
21.15,6.835,-1.327,-6.588,-2.846
21.16,6.761,-1.354,-6.661,-2.84
21.17,6.686,-1.38,-6.733,-2.835
21.18,6.61,-1.406,-6.805,-2.829
21.19,6.535,-1.432,-6.875,-2.823
21.2,6.458,-1.458,-6.944,-2.816
21.21,6.381,-1.484,-7.012,-2.809
21.22,6.304,-1.51,-7.079,-2.802
21.23,6.226,-1.535,-7.145,-2.795
21.24,6.148,-1.56,-7.21,-2.788
21.25,6.069,-1.585,-7.274,-2.78
21.26,5.99,-1.61,-7.337,-2.772
21.27,5.911,-1.635,-7.398,-2.763
21.28,5.831,-1.66,-7.459,-2.755
21.29,5.751,-1.684,-7.519,-2.746
21.3,5.67,-1.709,-7.578,-2.737
21.31,5.589,-1.733,-7.636,-2.727
21.32,5.508,-1.757,-7.692,-2.718
21.33,5.427,-1.78,-7.748,-2.708
21.34,5.345,-1.804,-7.803,-2.698
21.35,5.262,-1.828,-7.857,-2.687
21.36,5.18,-1.851,-7.909,-2.677
21.37,5.097,-1.874,-7.961,-2.666
21.38,5.014,-1.897,-8.012,-2.655
21.39,4.931,-1.92,-8.062,-2.644
21.4,4.847,-1.943,-8.111,-2.632
21.41,4.764,-1.966,-8.158,-2.62
21.42,4.68,-1.988,-8.205,-2.608
21.43,4.596,-2.011,-8.251,-2.596
21.44,4.512,-2.033,-8.296,-2.583
21.45,4.427,-2.054,-8.34,-2.571
21.46,4.342,-2.076,-8.383,-2.558
21.47,4.258,-2.098,-8.425,-2.545
21.48,4.173,-2.119,-8.466,-2.531
21.49,4.088,-2.141,-8.506,-2.518
21.5,4.003,-2.162,-8.545,-2.504
21.51,3.918,-2.183,-8.583,-2.49
21.52,3.833,-2.204,-8.62,-2.476
21.53,3.747,-2.224,-8.657,-2.461
21.54,3.661,-2.245,-8.692,-2.446
21.55,3.575,-2.266,-8.727,-2.431
21.56,3.488,-2.286,-8.761,-2.416
21.57,3.402,-2.306,-8.794,-2.4
21.58,3.315,-2.326,-8.826,-2.385
21.59,3.228,-2.346,-8.857,-2.368
21.6,3.141,-2.366,-8.887,-2.352
21.61,3.054,-2.385,-8.917,-2.336
21.62,2.967,-2.405,-8.945,-2.319
21.63,2.88,-2.424,-8.973,-2.302
21.64,2.792,-2.443,-9,-2.285
21.65,2.705,-2.462,-9.026,-2.267
21.66,2.617,-2.481,-9.051,-2.25
21.67,2.529,-2.5,-9.075,-2.232
21.68,2.442,-2.518,-9.098,-2.214
21.69,2.354,-2.536,-9.121,-2.195
21.7,2.266,-2.555,-9.142,-2.177
21.71,2.178,-2.573,-9.163,-2.158
21.72,2.09,-2.59,-9.183,-2.139
21.73,2.002,-2.608,-9.202,-2.12
21.74,1.914,-2.626,-9.22,-2.1
21.75,1.825,-2.643,-9.238,-2.081
21.76,1.737,-2.66,-9.254,-2.061
21.77,1.649,-2.677,-9.27,-2.041
21.78,1.56,-2.694,-9.285,-2.021
21.79,1.472,-2.711,-9.299,-2
21.8,1.383,-2.728,-9.312,-1.979
21.81,1.295,-2.744,-9.324,-1.958
21.82,1.206,-2.761,-9.336,-1.936
21.83,1.118,-2.777,-9.347,-1.915
21.84,1.029,-2.793,-9.356,-1.893
21.85,0.94,-2.809,-9.365,-1.871
21.86,0.851,-2.825,-9.374,-1.849
21.87,0.762,-2.84,-9.381,-1.826
21.88,0.674,-2.856,-9.387,-1.803
21.89,0.585,-2.871,-9.393,-1.78
21.9,0.496,-2.886,-9.398,-1.757
21.91,0.407,-2.901,-9.402,-1.734
21.92,0.318,-2.916,-9.405,-1.71
21.93,0.229,-2.93,-9.408,-1.686
21.94,0.141,-2.945,-9.409,-1.662
21.95,0.052,-2.959,-9.41,-1.638
21.96,-0.036,-2.973,-9.41,-1.613
21.97,-0.125,-2.987,-9.409,-1.589
21.98,-0.214,-3.001,-9.407,-1.563
21.99,-0.302,-3.015,-9.404,-1.538
22,-0.391,-3.028,-9.401,-1.513
22.01,-0.479,-3.041,-9.397,-1.487
22.02,-0.568,-3.054,-9.391,-1.461
22.03,-0.656,-3.067,-9.386,-1.435
22.04,-0.745,-3.08,-9.379,-1.409
22.05,-0.833,-3.092,-9.371,-1.382
22.06,-0.922,-3.104,-9.363,-1.356
22.07,-1.01,-3.117,-9.353,-1.329
22.08,-1.098,-3.129,-9.343,-1.301
22.09,-1.186,-3.14,-9.332,-1.274
22.1,-1.274,-3.152,-9.321,-1.246
22.11,-1.362,-3.163,-9.308,-1.219
22.12,-1.449,-3.175,-9.295,-1.191
22.13,-1.537,-3.186,-9.28,-1.163
22.14,-1.623,-3.197,-9.265,-1.134
22.15,-1.71,-3.207,-9.249,-1.106
22.16,-1.797,-3.218,-9.233,-1.077
22.17,-1.883,-3.228,-9.215,-1.049
22.18,-1.969,-3.238,-9.197,-1.02
22.19,-2.054,-3.248,-9.178,-0.991
22.2,-2.139,-3.258,-9.158,-0.962
22.21,-2.225,-3.267,-9.137,-0.932
22.22,-2.309,-3.276,-9.116,-0.903
22.23,-2.394,-3.285,-9.094,-0.873
22.24,-2.478,-3.294,-9.071,-0.843
22.25,-2.562,-3.303,-9.047,-0.813
22.26,-2.645,-3.311,-9.023,-0.783
22.27,-2.728,-3.32,-8.997,-0.753
22.28,-2.811,-3.328,-8.971,-0.723
22.29,-2.894,-3.336,-8.944,-0.692
22.3,-2.976,-3.343,-8.917,-0.662
22.31,-3.058,-3.351,-8.889,-0.631
22.32,-3.139,-3.358,-8.859,-0.6
22.33,-3.221,-3.365,-8.83,-0.569
22.34,-3.302,-3.372,-8.799,-0.538
22.35,-3.382,-3.379,-8.768,-0.507
22.36,-3.462,-3.385,-8.736,-0.475
22.37,-3.542,-3.391,-8.703,-0.444
22.38,-3.622,-3.397,-8.669,-0.412
22.39,-3.701,-3.403,-8.635,-0.38
22.4,-3.779,-3.409,-8.6,-0.348
22.41,-3.858,-3.414,-8.564,-0.316
22.42,-3.936,-3.42,-8.527,-0.284
22.43,-4.014,-3.425,-8.49,-0.252
22.44,-4.091,-3.43,-8.452,-0.219
22.45,-4.168,-3.434,-8.413,-0.187
22.46,-4.244,-3.439,-8.374,-0.154
22.47,-4.32,-3.443,-8.334,-0.121
22.48,-4.396,-3.447,-8.293,-0.088
22.49,-4.471,-3.451,-8.251,-0.055
22.5,-4.546,-3.455,-8.208,-0.021
22.51,-4.621,-3.458,-8.165,0.011
22.52,-4.695,-3.461,-8.122,0.045
22.53,-4.769,-3.464,-8.077,0.078
22.54,-4.842,-3.467,-8.032,0.112
22.55,-4.915,-3.469,-7.986,0.146
22.56,-4.987,-3.471,-7.939,0.18
22.57,-5.059,-3.473,-7.891,0.214
22.58,-5.131,-3.475,-7.843,0.249
22.59,-5.202,-3.477,-7.794,0.283
22.6,-5.273,-3.478,-7.745,0.318
22.61,-5.343,-3.479,-7.694,0.352
22.62,-5.413,-3.48,-7.643,0.387
22.63,-5.483,-3.48,-7.591,0.422
22.64,-5.552,-3.481,-7.539,0.457
22.65,-5.621,-3.481,-7.486,0.492
22.66,-5.689,-3.481,-7.432,0.527
22.67,-5.757,-3.48,-7.377,0.563
22.68,-5.824,-3.479,-7.321,0.598
22.69,-5.891,-3.478,-7.265,0.634
22.7,-5.957,-3.477,-7.208,0.669
22.71,-6.023,-3.476,-7.151,0.705
22.72,-6.088,-3.474,-7.092,0.741
22.73,-6.153,-3.472,-7.033,0.777
22.74,-6.217,-3.469,-6.974,0.813
22.75,-6.281,-3.467,-6.913,0.849
